ranker,player,,pos,age,team_id,,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,DUMMY,ows,dws,ws,ws_per_48,DUMMY,obpm,dbpm,bpm,vorp
48,Kobe Bryant*,Kobe Bryant,SF,19,LAL,LAL,79,2056,18.5,.548,.241,.501,4.5,8.7,6.7,16.0,1.8,1.3,12.4,27.2,,4.5,1.8,6.3,.147,,2.2,-0.8,1.4,1.8
49,Mark Bryant,Mark Bryant,C,32,PHO,PHO,70,1110,10.2,.545,.004,.422,9.9,15.6,12.8,6.0,1.7,1.0,17.9,13.3,,1.0,1.6,2.5,.109,,-3.5,0.5,-3.1,-0.3
50,Jud Buechler,Jud Buechler,SF,29,CHI,CHI,74,608,14.1,.554,.369,.034,4.5,10.0,7.3,12.8,2.0,1.8,10.5,14.7,,1.0,0.9,1.9,.151,,0.9,1.8,2.7,0.7
51,Matt Bullard,Matt Bullard,SF,30,HOU,HOU,67,1190,13.8,.581,.594,.069,2.5,11.9,7.3,8.5,1.4,1.4,8.9,16.8,,2.0,0.5,2.5,.102,,1.9,-0.6,1.3,1.0
52,Scott Burrell,Scott Burrell,SF,27,CHI,CHI,80,1096,15.7,.516,.384,.171,8.3,12.4,10.3,9.5,3.1,2.5,11.0,18.5,,1.5,2.2,3.7,.163,,0.4,2.2,2.5,1.3
53,Willie Burton,Willie Burton,SF,29,SAS,SAS,13,43,21.4,.514,.429,.571,8.6,15.1,12.1,4.3,2.5,3.3,3.7,29.8,,0.1,0.1,0.2,.229,,2.6,1.7,4.3,0.1
54,Mitchell Butler,Mitchell Butler,SG,27,CLE,CLE,18,206,4.8,.360,.128,.213,3.6,9.4,6.6,13.7,2.1,0.0,13.5,13.3,,-0.2,0.3,0.1,.016,,-5.0,2.1,-2.9,0.0
55,Jason Caffey,Jason Caffey,PF,24,TOT,80,1423,13.9,.526,.004,.429,12.2,14.6,13.4,8.0,0.9,1.0,15.9,20.4,,1.2,1.6,2.7,.093,,-1.5,-0.8,-2.3,-0.1
56,Michael Cage,Michael Cage,C,36,NJN,NJN,79,1201,10.1,.531,.012,.429,10.4,19.9,14.8,3.6,2.0,2.7,18.7,4.4,,1.1,1.4,2.5,.100,,-0.9,1.4,0.5,0.7
57,Adrian Caldwell,Adrian Caldwell,PF,31,DAL,DAL,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.022,,-3.6,-2.1,-5.6,0.0
58,Marcus Camby,Marcus Camby,C,23,TOR,TOR,63,2002,15.9,.448,.003,.327,10.9,15.3,13.0,9.4,1.8,7.9,13.6,21.6,,-0.6,1.5,0.9,.022,,-2.0,0.4,-1.6,0.2
59,Elden Campbell,Elden Campbell,PF,29,LAL,LAL,81,1784,16.4,.527,.003,.548,9.3,19.3,14.4,6.9,1.0,4.0,12.9,22.0,,2.3,2.4,4.7,.126,,-1.0,-0.3,-1.4,0.3
60,Antoine Carr,Antoine Carr,PF,36,UTA,UTA,66,1086,9.8,.513,.000,.302,5.1,9.6,7.5,7.2,0.5,3.7,11.5,17.8,,0.8,0.7,1.5,.068,,-3.5,-0.3,-3.7,-0.5
61,Chris Carr,Chris Carr,SG,23,MIN,MIN,51,1165,11.6,.509,.281,.219,4.2,10.8,7.6,11.6,0.8,0.7,12.2,21.5,,0.7,0.4,1.1,.046,,-1.3,-1.8,-3.1,-0.3
62,Sam Cassell,Sam Cassell,PG,28,NJN,NJN,75,2606,21.0,.533,.069,.439,3.0,7.4,5.1,40.4,2.4,0.6,16.3,27.5,,6.6,1.7,8.3,.152,,3.7,-0.1,3.6,3.7
63,Kelvin Cato,Kelvin Cato,C,23,POR,POR,74,1007,13.3,.496,.013,.546,10.9,17.9,14.6,3.6,1.5,6.8,13.4,14.7,,0.7,2.0,2.7,.129,,-3.2,2.6,-0.6,0.4
64,Duane Causwell,Duane Causwell,C,29,MIA,MIA,37,363,9.2,.443,.000,.292,9.7,21.9,16.0,2.2,1.1,5.4,15.2,15.2,,-0.2,0.7,0.5,.069,,-6.1,1.4,-4.7,-0.2
65,Cedric Ceballos,Cedric Ceballos,SF,28,TOT,47,990,19.3,.560,.169,.349,8.8,16.8,12.8,11.0,1.8,1.1,13.1,25.3,,1.6,1.2,2.8,.138,,2.1,-0.1,2.0,1.0
66,Tom Chambers,Tom Chambers,PF,38,PHI,PHI,1,10,31.5,1.042,.000,1.000,0.0,23.2,11.5,0.0,10.6,0.0,25.8,17.4,,0.0,0.0,0.1,.369,,3.2,9.3,12.5,0.0
67,Rex Chapman,Rex Chapman,SG,30,PHO,PHO,68,2263,14.4,.521,.325,.196,1.6,7.2,4.5,14.8,1.6,0.4,10.0,23.1,,2.4,2.1,4.5,.095,,0.9,-0.7,0.2,1.3
68,Calbert Cheaney,Calbert Cheaney,SG,26,WAS,WAS,82,2841,11.7,.488,.054,.219,3.2,10.0,6.5,9.8,1.8,0.9,8.8,18.4,,1.6,2.5,4.1,.069,,-2.3,0.2,-2.1,0.0
69,Pete Chilcutt,Pete Chilcutt,PF,29,VAN,VAN,82,1420,12.6,.526,.362,.164,6.3,18.5,12.4,11.3,1.9,1.8,13.9,14.0,,1.2,0.8,2.0,.067,,-0.5,0.0,-0.5,0.5
70,Chris Childs,Chris Childs,PG,30,NYK,NYK,68,1599,11.6,.524,.246,.356,2.2,10.0,6.1,26.6,1.9,0.3,20.1,15.0,,1.4,2.3,3.7,.110,,-1.7,1.5,-0.2,0.7
71,Doug Christie,Doug Christie,SG,27,TOR,TOR,78,2939,16.2,.530,.287,.305,3.5,12.3,7.7,16.3,3.4,1.3,15.8,21.5,,2.4,1.6,4.0,.066,,0.4,0.0,0.4,1.7
72,Keith Closs,Keith Closs,C,21,LAC,LAC,58,740,14.0,.482,.000,.372,9.6,16.3,12.9,4.2,0.8,7.3,13.6,16.7,,0.1,0.5,0.6,.041,,-2.3,0.4,-1.9,0.0
73,Derrick Coleman,Derrick Coleman,PF,30,PHI,PHI,59,2135,17.5,.500,.113,.451,8.0,23.8,15.8,12.3,1.1,2.4,13.1,25.2,,1.8,2.7,4.4,.100,,1.1,-0.6,0.5,1.3
74,Bimbo Coles,Bimbo Coles,PG,29,GSW,GSW,53,1471,10.4,.444,.130,.201,1.2,7.9,4.5,27.9,1.8,0.6,15.7,16.8,,-0.1,1.0,0.9,.029,,-3.4,-0.1,-3.5,-0.6
75,James Collins,James Collins,SG,24,LAC,LAC,23,103,15.3,.482,.364,.255,7.7,7.8,7.7,5.4,3.0,2.0,11.6,29.8,,0.0,0.0,0.0,.008,,1.0,-2.0,-1.0,0.0
76,Marty Conlon,Marty Conlon,C,30,MIA,MIA,18,209,17.2,.541,.000,.710,9.3,16.3,12.9,9.8,2.4,1.7,11.9,20.6,,0.4,0.4,0.8,.177,,-0.4,1.2,0.8,0.1
77,Tyrone Corbin,Tyrone Corbin,SF,35,ATL,ATL,79,2699,12.0,.502,.189,.171,3.5,12.0,7.9,10.6,2.1,0.2,9.7,15.3,,2.9,2.7,5.5,.098,,-0.9,0.5,-0.4,1.1
78,James Cotton,James Cotton,SG,22,SEA,SEA,9,33,12.5,.481,.190,.429,7.4,14.2,10.9,0.0,1.6,2.3,19.4,43.5,,-0.1,0.0,-0.1,-0.104,,-6.1,-4.6,-10.7,-0.1
79,Chris Crawford,Chris Crawford,PF,22,ATL,ATL,40,256,20.4,.536,.027,.618,9.5,9.3,9.4,6.4,2.6,1.9,11.4,28.6,,0.6,0.3,0.9,.170,,0.9,-0.7,0.3,0.1
80,Austin Croshere,Austin Croshere,PF,22,IND,IND,26,243,7.7,.412,.151,.163,5.2,16.5,11.1,5.4,2.0,1.5,12.4,20.6,,-0.4,0.4,0.0,.003,,-6.0,-0.1,-6.1,-0.3
81,John Crotty,John Crotty,PG,28,POR,POR,26,379,7.0,.457,.222,.378,1.3,8.3,4.9,25.5,1.4,0.2,28.6,17.6,,-0.4,0.3,-0.1,-0.013,,-4.2,-1.1,-5.2,-0.3
82,Terry Cummings,Terry Cummings,PF,36,TOT,74,1185,13.7,.496,.002,.229,9.5,18.6,14.0,7.3,1.7,0.6,9.8,20.2,,0.9,1.6,2.6,.103,,-2.2,-0.4,-2.6,-0.2
83,William Cunningham,William Cunningham,C,23,TOT,7,39,9.3,.444,.000,.000,13.6,14.5,15.3,3.9,2.8,0.0,0.0,10.7,,0.1,0.1,0.1,.131,,-3.5,0.4,-3.1,0.0
84,Bill Curley,Bill Curley,PF,25,MIN,MIN,11,146,7.8,.495,.030,.091,8.6,13.1,10.9,4.0,1.1,0.5,8.0,11.4,,0.1,0.1,0.2,.068,,-4.9,-1.5,-6.4,-0.2
85,Dell Curry,Dell Curry,SG,33,CHH,CHH,52,971,15.1,.536,.334,.120,3.3,9.2,6.3,12.9,1.7,0.3,10.6,24.3,,1.0,0.7,1.7,.085,,1.2,-1.3,-0.1,0.5
86,Michael Curry,Michael Curry,SG,29,MIL,MIL,82,1978,9.1,.548,.022,.421,1.6,4.5,3.0,10.9,1.5,0.5,13.5,13.2,,2.1,0.9,2.9,.071,,-2.9,0.0,-2.9,-0.5
87,Erick Dampier,Erick Dampier,C,22,GSW,GSW,82,2656,14.0,.502,.003,.504,10.6,18.3,14.4,6.1,0.8,3.6,15.3,18.7,,1.1,2.9,4.0,.072,,-2.2,-0.2,-2.4,-0.3
88,Antonio Daniels,Antonio Daniels,SG,22,VAN,VAN,74,1956,9.9,.465,.095,.310,1.3,7.1,4.2,26.6,1.5,0.4,20.8,17.9,,-0.9,-0.4,-1.3,-0.032,,-2.4,-2.6,-5.0,-1.5
89,Lloyd Daniels,Lloyd Daniels,SG,30,TOR,TOR,6,82,13.5,.509,.310,.345,5.3,4.3,4.8,8.2,1.9,1.7,10.7,20.0,,0.1,0.0,0.1,.040,,-0.8,-2.6,-3.3,0.0
90,Yinka Dare,Yinka Dare,C,25,NJN,NJN,10,60,4.5,.279,.000,.444,18.1,14.4,16.4,2.4,0.0,2.5,8.5,17.0,,-0.1,0.0,-0.1,-0.051,,-6.6,-4.5,-11.1,-0.1
91,Antonio Davis,Antonio Davis,PF,29,IND,IND,82,2191,15.3,.558,.006,.754,11.1,19.2,15.4,4.5,1.1,2.3,12.8,17.5,,3.8,3.6,7.4,.162,,-0.3,0.2,-0.1,1.1
92,Ben Davis,Ben Davis,PF,25,NYK,NYK,7,13,7.7,.200,.000,.000,55.2,0.0,27.7,0.0,4.2,0.0,0.0,36.1,,-0.1,0.0,0.0,-0.127,,-5.6,-12.0,-17.6,0.0
93,Dale Davis,Dale Davis,C,28,IND,IND,78,2174,15.2,.546,.000,.345,13.6,19.9,16.9,5.3,1.3,2.8,11.3,14.2,,3.4,3.8,7.1,.158,,0.6,0.6,1.3,1.8
94,Emanual Davis,Emanual Davis,PG,29,HOU,HOU,45,599,9.2,.581,.507,.261,2.0,7.2,4.6,15.4,1.5,0.4,24.7,15.9,,0.2,0.1,0.3,.022,,-2.1,-1.5,-3.6,-0.3
95,Hubert Davis,Hubert Davis,SG,27,DAL,DAL,81,2378,12.5,.549,.300,.151,1.6,6.5,4.0,11.4,1.0,0.1,9.7,17.4,,3.1,0.3,3.4,.068,,-0.4,-1.6,-2.0,0.0
96,Mark Davis,Mark Davis,SF,24,PHI,PHI,71,906,10.9,.489,.025,.414,8.1,12.0,10.0,13.5,2.9,1.5,24.0,18.8,,-0.8,1.0,0.2,.010,,-2.6,0.6,-2.0,0.0
97,Terry Davis,Terry Davis,PF,30,WAS,WAS,74,1705,10.5,.524,.004,.465,13.5,18.7,16.0,2.5,1.3,1.0,15.4,9.5,,1.8,1.9,3.6,.103,,-2.2,-0.5,-2.7,-0.3
98,Todd Day,Todd Day,SG,28,MIA,MIA,5,69,14.8,.429,.387,.290,7.0,3.3,5.1,18.1,5.5,0.0,7.9,25.7,,0.0,0.1,0.1,.102,,-2.2,2.3,0.1,0.0
99,Andrew DeClercq,Andrew DeClercq,C,24,BOS,BOS,81,1523,13.2,.530,.003,.494,12.8,18.0,15.2,5.9,2.9,2.5,16.9,14.1,,1.4,2.1,3.4,.108,,-2.6,0.3,-2.3,-0.1
100,Terry Dehere,Terry Dehere,PG,26,SAC,SAC,77,1410,10.8,.494,.293,.220,1.6,6.9,4.2,22.4,1.9,0.2,16.3,18.6,,0.3,0.7,1.0,.035,,-2.5,-0.9,-3.4,-0.5
101,Vinny Del Negro,Vinny Del Negro,SG,31,SAS,SAS,54,1721,11.1,.493,.081,.194,0.9,8.8,5.1,17.5,1.2,0.2,9.3,15.6,,1.6,2.1,3.7,.104,,-2.2,0.7,-1.5,0.2
102,Bison Dele,Bison Dele,C,28,DET,DET,78,2619,18.1,.542,.003,.269,10.1,21.6,15.8,7.0,1.4,1.6,13.5,23.9,,3.2,3.7,6.9,.126,,0.6,-0.6,0.0,1.3
103,Tony Delk,Tony Delk,PG,24,TOT,77,1681,13.1,.452,.197,.189,2.3,8.8,5.5,19.3,2.3,0.5,11.2,25.3,,-0.6,1.3,0.8,.022,,-1.1,-0.3,-1.5,0.2
104,Vlade Divac*,Vlade Divac,C,29,CHH,CHH,64,1805,19.4,.539,.026,.351,12.4,22.2,17.3,15.8,2.5,3.8,15.6,18.8,,2.9,3.0,5.9,.157,,1.8,2.2,4.0,2.7
105,Sherman Douglas,Sherman Douglas,PG,31,NJN,NJN,80,1699,15.6,.541,.089,.334,3.3,6.0,4.6,30.4,1.7,0.3,15.7,17.9,,3.3,0.7,4.0,.112,,1.3,-0.7,0.6,1.1
106,Clyde Drexler*,Clyde Drexler,SG,35,HOU,HOU,70,2473,19.8,.531,.315,.327,5.1,11.4,8.3,27.6,2.7,1.2,13.5,25.7,,5.0,1.8,6.8,.133,,3.2,0.1,3.4,3.3
107,Chris Dudley,Chris Dudley,C,32,NYK,NYK,51,858,9.5,.428,.000,.643,15.0,23.5,19.2,3.7,0.8,4.6,19.3,12.4,,-0.3,1.7,1.5,.084,,-4.1,1.4,-2.8,-0.2
108,Joe Dumars*,Joe Dumars,SG,34,DET,DET,72,2326,14.3,.549,.539,.195,0.7,4.6,2.7,18.9,1.0,0.1,8.9,18.9,,4.8,1.2,5.9,.122,,2.3,-1.3,1.0,1.7
109,Tony Dumas,Tony Dumas,SG,25,CLE,CLE,7,47,5.4,.526,.333,.250,2.7,10.3,6.5,18.3,0.0,0.0,27.3,18.0,,-0.1,0.0,0.0,-0.030,,-4.4,-1.6,-6.0,0.0
110,Tim Duncan*,Tim Duncan,PF,21,SAS,SAS,82,3204,22.6,.577,.008,.375,10.5,23.8,17.6,13.7,0.9,4.5,15.7,26.0,,5.6,7.2,12.8,.192,,2.5,2.1,4.6,5.4
111,Ledell Eackles,Ledell Eackles,SG,31,WAS,WAS,42,547,12.2,.542,.263,.337,5.0,10.7,7.8,4.6,1.6,0.0,12.6,18.7,,0.6,0.4,1.0,.088,,-1.2,-0.6,-1.7,0.0
112,Tyus Edney,Tyus Edney,PG,24,BOS,BOS,52,623,17.8,.523,.046,.514,3.5,7.2,5.2,36.3,4.2,0.1,19.9,23.0,,0.8,0.7,1.4,.112,,0.9,0.6,1.5,0.6
113,Blue Edwards,Blue Edwards,SG,32,VAN,VAN,81,1968,14.5,.521,.162,.290,3.6,9.1,6.3,17.2,2.3,1.0,13.8,21.9,,1.8,0.3,2.1,.052,,-0.5,-1.0,-1.5,0.2
114,Kevin Edwards,Kevin Edwards,SG,32,TOT,39,487,9.5,.416,.091,.212,4.6,8.6,6.5,12.9,2.8,0.1,14.3,19.2,,-0.3,0.4,0.1,.009,,-3.3,0.4,-2.8,-0.1
115,Howard Eisley,Howard Eisley,PG,25,UTA,UTA,82,1726,13.6,.541,.227,.287,1.9,9.5,6.0,32.1,1.7,0.6,21.5,20.0,,1.7,1.2,2.9,.081,,0.3,-0.9,-0.6,0.6
116,Mario Elie,Mario Elie,SF,34,HOU,HOU,73,1988,12.9,.575,.414,.382,2.3,6.9,4.6,17.4,2.1,0.3,15.8,14.4,,3.2,0.6,3.8,.092,,-0.2,-0.2,-0.4,0.8
117,Sean Elliott,Sean Elliott,SF,29,SAS,SAS,36,1012,9.5,.495,.297,.257,1.9,11.6,7.1,10.0,1.3,1.0,14.5,18.3,,-0.1,1.5,1.4,.065,,-2.8,0.4,-2.4,-0.1
118,Dale Ellis,Dale Ellis,SF,37,SEA,SEA,79,1939,16.6,.612,.391,.203,3.2,8.1,5.7,7.7,1.7,0.2,8.8,20.0,,4.6,1.4,6.0,.149,,2.7,-1.1,1.6,1.8
