ranker,player,,pos,age,team_id,,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,DUMMY,ows,dws,ws,ws_per_48,DUMMY,obpm,dbpm,bpm,vorp
24,Dwayne Bacon,Dwayne Bacon,SG,25,ORL,ORL,72,1853,9.9,.490,.285,.242,1.7,11.2,6.3,7.9,1.2,0.2,5.4,19.8,,-0.3,0.9,0.5,.013,,-3.5,-1.6,-5.1,-1.4
25,Marvin Bagley III,Marvin Bagley III,PF,21,SAC,SAC,43,1112,16.3,.554,.220,.273,10.4,21.5,15.9,5.8,0.9,1.6,9.7,23.5,,0.9,0.5,1.4,.059,,-0.6,-2.8,-3.4,-0.4
26,LaMelo Ball,LaMelo Ball,PG,19,CHO,CHO,51,1469,17.5,.539,.388,.246,4.6,17.9,11.1,33.9,2.7,1.2,16.3,26.1,,1.0,1.9,2.8,.093,,1.2,0.6,1.9,1.4
27,Lonzo Ball,Lonzo Ball,PG,23,NOP,NOP,55,1747,15.2,.551,.650,.091,2.1,14.3,8.2,25.4,2.3,1.7,14.5,20.5,,1.5,1.7,3.2,.089,,1.4,0.2,1.6,1.6
28,Mo Bamba,Mo Bamba,C,22,ORL,ORL,46,725,19.3,.556,.392,.219,10.5,28.0,19.0,8.1,0.9,7.3,9.8,21.8,,0.7,1.1,1.8,.117,,0.1,-0.1,0.0,0.4
29,Desmond Bane,Desmond Bane,SG,22,MEM,MEM,68,1519,12.2,.600,.543,.098,2.1,12.6,7.3,10.6,1.3,0.9,10.2,16.1,,1.6,1.3,2.9,.093,,-0.7,-0.3,-1.0,0.4
30,Harrison Barnes,Harrison Barnes,PF,28,SAC,SAC,58,2102,15.4,.626,.399,.366,3.3,17.2,10.2,13.0,1.0,0.4,11.1,17.2,,4.0,0.5,4.5,.103,,1.4,-1.6,-0.2,1.0
31,RJ Barrett,RJ Barrett,SG,20,NYK,NYK,72,2511,13.4,.535,.292,.260,3.0,14.8,8.9,13.8,1.1,0.8,10.5,23.4,,0.9,3.1,4.1,.078,,-1.0,-0.5,-1.5,0.3
32,Will Barton,Will Barton,SF,30,DEN,DEN,56,1736,11.8,.538,.423,.199,2.6,12.2,7.4,14.1,1.4,1.3,12.7,19.0,,0.7,1.5,2.2,.061,,-0.8,-1.2,-2.0,0.0
33,Keita Bates-Diop,Keita Bates-Diop,SF,25,SAS,SAS,30,245,12.0,.518,.254,.313,3.8,17.7,10.6,6.6,2.2,1.7,8.4,14.8,,0.1,0.3,0.3,.068,,-2.7,0.8,-2.0,0.0
34,Nicolas Batum,Nicolas Batum,SF,32,LAC,LAC,67,1835,12.9,.617,.660,.141,3.2,15.9,9.7,10.5,1.9,1.8,10.8,11.8,,2.7,2.3,5.0,.132,,0.5,1.0,1.4,1.6
35,Aron Baynes,Aron Baynes,C,34,TOR,TOR,53,980,10.5,.503,.339,.135,9.4,21.7,15.3,7.0,0.8,2.3,12.5,16.2,,0.1,0.9,1.0,.049,,-3.5,-1.3,-4.7,-0.7
36,Kent Bazemore,Kent Bazemore,SF,31,GSW,GSW,67,1333,10.6,.564,.469,.199,2.1,16.0,9.1,11.1,2.4,2.2,16.1,16.3,,-0.2,2.1,1.8,.065,,-2.9,1.3,-1.7,0.1
37,Darius Bazley,Darius Bazley,PF,20,OKC,OKC,55,1714,9.7,.491,.414,.258,3.1,21.2,12.0,8.9,0.8,1.3,13.7,22.1,,-2.3,1.4,-0.9,-0.026,,-3.1,-1.4,-4.4,-1.0
38,Bradley Beal,Bradley Beal,SG,27,WAS,WAS,60,2147,22.7,.593,.270,.332,3.6,10.4,7.0,21.3,1.5,0.9,10.6,34.1,,4.2,1.7,5.9,.132,,4.9,-1.7,3.2,2.8
39,Malik Beasley,Malik Beasley,SG,24,MIN,MIN,37,1214,14.6,.570,.535,.133,2.4,12.4,7.2,11.6,1.2,0.5,8.6,24.0,,0.9,0.4,1.3,.053,,1.7,-2.3,-0.6,0.4
40,Jordan Bell,Jordan Bell,C,26,TOT,6,82,8.0,.328,.091,.091,9.1,21.9,15.5,10.6,1.7,5.2,14.9,13.6,,-0.1,0.1,0.0,-0.008,,-5.2,-0.4,-5.6,-0.1
41,DeAndre' Bembry,DeAndre' Bembry,SF,26,TOR,TOR,51,972,11.2,.570,.232,.289,3.6,13.3,8.3,15.6,2.6,1.9,21.6,14.6,,0.1,1.1,1.2,.059,,-3.2,1.2,-2.1,0.0
42,Dāvis Bertāns,Dāvis Bertāns,PF,28,WAS,WAS,57,1464,11.4,.620,.895,.241,1.3,10.8,6.1,4.4,1.0,0.7,5.9,15.9,,2.1,1.0,3.1,.101,,0.4,-1.4,-1.0,0.4
43,Patrick Beverley,Patrick Beverley,PG,32,LAC,LAC,37,832,12.0,.580,.641,.205,4.0,11.8,8.0,12.0,1.7,3.0,12.4,14.6,,1.0,1.0,2.1,.119,,-0.7,0.7,0.0,0.4
44,Saddiq Bey,Saddiq Bey,SF,21,DET,DET,70,1909,12.6,.567,.666,.213,2.5,16.2,9.3,7.6,1.3,0.6,7.4,18.7,,1.6,1.7,3.3,.082,,0.3,-1.1,-0.8,0.6
45,Tyler Bey,Tyler Bey,SF,22,DAL,DAL,18,71,5.9,.372,.182,.227,12.5,16.9,14.7,5.6,0.0,1.3,11.0,16.9,,-0.1,0.0,0.0,-0.033,,-5.5,-4.1,-9.6,-0.1
46,Khem Birch,Khem Birch,C,28,TOT,67,1529,15.1,.552,.137,.339,11.6,15.3,13.4,8.5,1.5,3.1,9.2,13.6,,2.3,1.4,3.8,.118,,-1.0,-0.3,-1.3,0.3
47,Goga Bitadze,Goga Bitadze,C,21,IND,IND,45,561,16.3,.523,.407,.314,11.7,17.3,14.5,8.9,0.8,8.7,7.1,18.1,,0.7,0.8,1.5,.129,,-1.9,0.8,-1.2,0.1
48,Bismack Biyombo,Bismack Biyombo,C,28,CHO,CHO,66,1349,11.7,.574,.004,.434,10.8,17.1,13.9,8.3,0.6,5.4,19.8,11.5,,0.9,1.4,2.3,.081,,-3.2,-0.1,-3.3,-0.5
49,Nemanja Bjelica,Nemanja Bjelica,PF,32,TOT,37,595,12.9,.554,.434,.260,5.4,18.5,11.9,16.2,1.2,0.8,13.1,18.4,,0.5,0.3,0.9,.071,,-1.4,-1.1,-2.5,-0.1
50,Eric Bledsoe,Eric Bledsoe,SG,31,NOP,NOP,71,2111,11.5,.533,.486,.267,1.5,11.1,6.3,17.3,1.2,1.1,12.3,18.5,,1.1,1.3,2.3,.053,,-1.1,-1.3,-2.3,-0.2
51,Keljin Blevins,Keljin Blevins,SF,25,POR,POR,17,75,-0.9,.300,.400,.000,4.2,10.3,7.1,6.7,1.3,0.0,20.0,14.3,,-0.2,0.0,-0.2,-0.137,,-9.0,-3.0,-12.0,-0.2
52,Bogdan Bogdanović,Bogdan Bogdanović,SG,28,ATL,ATL,44,1305,17.6,.616,.589,.078,1.7,11.5,6.7,17.6,1.8,0.9,8.5,21.3,,2.8,1.1,3.9,.142,,3.4,0.4,3.8,1.9
53,Bojan Bogdanović,Bojan Bogdanović,SF,31,UTA,UTA,72,2216,14.0,.588,.498,.286,2.0,11.1,6.7,9.1,1.0,0.1,10.9,22.8,,2.7,2.5,5.2,.113,,0.1,-0.9,-0.8,0.7
54,Bol Bol,Bol Bol,PF,21,DEN,DEN,32,160,9.4,.534,.414,.259,0.0,16.9,8.5,6.0,0.9,6.1,16.8,21.2,,-0.2,0.2,0.0,-0.004,,-3.6,-0.7,-4.4,-0.1
55,Marques Bolden,Marques Bolden,C,22,CLE,CLE,6,29,13.3,.537,.000,2.667,11.3,11.9,11.6,0.0,3.4,6.1,23.5,12.8,,0.0,0.0,0.0,.063,,-3.4,0.6,-2.8,0.0
56,Jordan Bone,Jordan Bone,PG,23,ORL,ORL,14,196,8.9,.519,.593,.000,2.0,11.0,6.4,13.6,0.5,0.0,5.3,12.6,,0.1,0.1,0.2,.045,,-2.6,-1.6,-4.2,-0.1
57,Isaac Bonga,Isaac Bonga,SF,21,WAS,WAS,40,432,4.0,.461,.580,.099,4.4,11.7,8.1,6.5,1.2,1.7,20.7,10.2,,-0.4,0.4,0.0,-0.001,,-5.6,-0.8,-6.4,-0.5
58,Devin Booker,Devin Booker,SG,24,PHO,PHO,67,2270,19.2,.587,.288,.305,1.7,12.1,7.0,20.6,1.2,0.6,12.4,32.7,,2.9,2.0,4.9,.104,,1.4,-1.5,-0.1,1.1
59,Chris Boucher,Chris Boucher,C,28,TOR,TOR,60,1453,21.9,.634,.420,.345,8.5,22.5,15.3,6.9,1.2,7.6,6.7,20.5,,4.0,2.1,6.1,.201,,2.8,0.1,2.9,1.8
60,Brian Bowen,Brian Bowen,SF,22,IND,IND,6,15,1.0,.338,.250,.250,0.0,21.6,10.8,0.0,0.0,0.0,0.0,12.6,,0.0,0.0,0.0,-0.063,,-8.2,-3.3,-11.5,0.0
61,Avery Bradley,Avery Bradley,SG,30,TOT,27,602,6.3,.487,.591,.088,1.4,9.1,5.2,10.8,1.7,0.5,13.6,14.9,,-0.5,0.4,-0.1,-0.008,,-4.9,-0.8,-5.7,-0.6
62,Tony Bradley,Tony Bradley,C,23,TOT,42,684,20.7,.678,.015,.279,13.3,24.0,18.6,8.5,1.0,3.9,13.0,15.8,,1.8,1.0,2.7,.192,,1.1,0.1,1.2,0.6
63,Jarrell Brantley,Jarrell Brantley,PF,24,UTA,UTA,28,138,16.6,.605,.538,.038,7.2,13.3,10.4,16.1,2.5,1.2,13.1,19.0,,0.3,0.2,0.5,.172,,0.5,1.6,2.1,0.1
64,Ignas Brazdeikis,Ignas Brazdeikis,SF,22,TOT,13,249,9.5,.510,.337,.169,4.5,14.7,9.4,10.5,0.8,1.1,11.9,17.6,,-0.1,0.1,0.1,.016,,-3.9,-1.8,-5.7,-0.2
65,Mikal Bridges,Mikal Bridges,SF,24,PHO,PHO,72,2348,16.4,.667,.471,.196,3.7,11.1,7.5,8.8,1.6,2.4,7.3,14.9,,5.4,2.6,8.0,.164,,2.2,0.8,3.0,3.0
66,Miles Bridges,Miles Bridges,PF,22,CHO,CHO,66,1932,14.7,.625,.466,.182,4.5,18.0,11.1,11.4,1.1,2.7,13.6,17.3,,2.4,1.9,4.2,.105,,0.2,0.0,0.2,1.0
67,Amida Brimah,Amida Brimah,C,26,IND,IND,5,29,16.6,.697,.000,.375,7.5,22.3,15.0,4.8,0.0,14.0,30.0,19.6,,0.0,0.1,0.0,.073,,-5.5,1.5,-4.0,0.0
68,Oshae Brissett,Oshae Brissett,SF,22,IND,IND,21,519,17.2,.638,.517,.430,6.1,17.9,12.0,4.6,1.7,3.1,5.3,15.6,,1.2,0.6,1.8,.165,,0.9,-0.6,0.4,0.3
69,Malcolm Brogdon,Malcolm Brogdon,PG,28,IND,IND,56,1930,17.9,.561,.382,.181,3.3,13.2,8.3,25.7,1.2,0.6,9.8,25.9,,2.9,1.3,4.2,.105,,2.9,-1.4,1.5,1.7
70,Armoni Brooks,Armoni Brooks,SG,22,HOU,HOU,20,520,10.4,.565,.818,.063,2.0,12.4,7.0,8.7,1.1,0.9,10.0,17.9,,0.1,0.2,0.3,.030,,-1.3,-2.0,-3.3,-0.2
71,Dillon Brooks,Dillon Brooks,SF,25,MEM,MEM,67,1997,12.1,.515,.361,.189,2.8,7.7,5.2,11.7,1.9,1.2,9.6,26.1,,-0.5,1.8,1.4,.033,,-2.6,-1.3,-3.9,-1.0
72,Bruce Brown,Bruce Brown,PG,24,BRK,BRK,65,1451,16.1,.604,.139,.277,8.9,17.2,13.3,9.8,1.9,1.7,10.2,15.9,,2.8,1.5,4.4,.144,,-0.4,0.1,-0.3,0.6
73,Charlie Brown,Charlie Brown,SG,23,OKC,OKC,9,152,4.1,.422,.488,.233,2.0,9.7,5.8,8.2,1.3,1.2,11.2,14.9,,-0.2,0.1,-0.1,-0.032,,-7.8,-1.2,-8.9,-0.3
74,Jaylen Brown,Jaylen Brown,SG,24,BOS,BOS,58,1999,19.9,.586,.370,.225,3.9,15.5,9.7,16.5,1.8,1.5,11.5,29.7,,2.8,2.0,4.8,.115,,3.5,-1.0,2.5,2.3
75,Moses Brown,Moses Brown,C,21,OKC,OKC,43,920,18.8,.572,.000,.470,17.2,26.2,21.6,1.7,1.6,4.5,11.7,16.9,,1.3,1.3,2.6,.138,,-1.2,-1.4,-2.6,-0.1
76,Sterling Brown,Sterling Brown,SG,25,HOU,HOU,51,1229,11.1,.597,.642,.093,3.2,16.8,9.7,8.4,1.5,0.9,10.5,13.5,,1.0,0.8,1.8,.071,,-1.7,0.0,-1.7,0.1
77,Troy Brown Jr.,Troy Brown Jr.,SF,21,TOT,34,524,8.5,.525,.486,.146,4.2,17.4,10.8,7.2,0.9,1.0,12.1,14.0,,0.0,0.5,0.5,.043,,-3.3,-1.0,-4.3,-0.3
78,Jalen Brunson,Jalen Brunson,PG,24,DAL,DAL,68,1697,17.1,.618,.319,.241,1.8,13.1,7.5,21.3,1.0,0.1,10.3,20.2,,3.9,1.1,5.1,.143,,1.4,-0.9,0.5,1.1
79,Elijah Bryant,Elijah Bryant,SG,25,MIL,MIL,1,32,10.6,.559,.385,.231,6.8,12.7,9.9,12.6,0.0,2.8,21.8,24.0,,0.0,0.0,0.0,.008,,-4.1,-3.6,-7.7,0.0
80,Thomas Bryant,Thomas Bryant,C,23,WAS,WAS,10,271,18.7,.704,.231,.264,7.1,16.8,11.9,8.2,0.7,2.5,9.8,17.2,,0.7,0.2,1.0,.171,,2.1,-1.7,0.4,0.2
81,Reggie Bullock,Reggie Bullock,SF,29,NYK,NYK,65,1949,11.1,.606,.709,.098,0.9,11.4,6.2,7.4,1.3,0.5,7.1,14.4,,2.3,2.3,4.6,.114,,-0.8,0.6,-0.1,0.9
82,Trey Burke,Trey Burke,PG,28,DAL,DAL,62,911,12.6,.544,.465,.161,1.2,5.3,3.3,12.9,1.9,0.7,8.0,20.0,,0.7,0.7,1.4,.071,,-1.3,-0.7,-2.0,0.0
83,Alec Burks,Alec Burks,SG,29,NYK,NYK,49,1255,14.8,.564,.492,.236,1.8,17.6,9.8,13.2,1.2,1.1,8.2,21.3,,1.5,1.8,3.3,.126,,0.6,0.3,0.9,0.9
84,Jimmy Butler,Jimmy Butler,SF,31,MIA,MIA,52,1745,26.5,.607,.139,.565,6.3,17.1,11.8,35.1,3.1,1.1,10.6,26.6,,6.6,2.7,9.3,.255,,5.1,2.5,7.5,4.2
85,Bruno Caboclo,Bruno Caboclo,PF,25,HOU,HOU,6,36,9.0,.475,.294,.118,8.5,34.0,20.7,4.7,0.0,5.0,18.3,25.8,,-0.1,0.0,-0.1,-0.088,,-8.5,-2.1,-10.6,-0.1
86,Devontae Cacok,Devontae Cacok,PF,24,LAL,LAL,20,98,17.2,.576,.000,.379,13.8,22.8,18.4,1.5,2.5,3.7,12.9,17.2,,0.1,0.2,0.3,.142,,-1.3,0.6,-0.7,0.0
87,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,SG,27,LAL,LAL,67,1902,10.7,.588,.579,.221,1.6,8.9,5.3,9.2,1.6,1.2,10.6,14.2,,1.6,2.6,4.2,.107,,-1.5,0.6,-0.9,0.6
88,Facundo Campazzo,Facundo Campazzo,PG,29,DEN,DEN,65,1425,11.6,.558,.686,.289,1.8,8.9,5.3,20.2,2.7,1.0,17.1,13.1,,1.6,1.5,3.1,.105,,-1.7,1.0,-0.8,0.5
89,Vlatko Čančar,Vlatko Čančar,PF,23,DEN,DEN,41,281,9.7,.547,.458,.181,4.5,15.7,10.1,6.4,1.9,0.7,15.3,14.2,,0.0,0.3,0.3,.053,,-2.6,-0.1,-2.7,0.0
90,Devin Cannady,Devin Cannady,PG,24,ORL,ORL,8,74,11.2,.547,.571,.250,0.0,7.3,3.5,2.1,3.3,1.2,6.0,19.3,,0.0,0.1,0.1,.057,,-4.4,1.3,-3.1,0.0
91,Clint Capela,Clint Capela,C,26,ATL,ATL,63,1898,24.3,.601,.000,.327,17.5,34.3,26.1,4.1,1.1,6.0,8.4,19.9,,4.9,3.3,8.2,.207,,2.7,-0.2,2.5,2.1
92,Vernon Carey Jr.,Vernon Carey Jr.,C,19,CHO,CHO,19,115,11.7,.563,.194,.306,5.6,20.1,12.7,2.6,0.4,4.3,10.9,17.2,,0.0,0.1,0.2,.066,,-4.4,-1.8,-6.2,-0.1
93,Jevon Carter,Jevon Carter,PG,25,PHO,PHO,60,717,12.2,.548,.677,.031,2.6,11.8,7.3,13.0,2.0,1.1,6.6,15.0,,0.7,0.8,1.6,.104,,-0.6,1.1,0.5,0.5
94,Wendell Carter Jr.,Wendell Carter Jr.,C,21,TOT,54,1375,16.7,.566,.112,.392,10.2,24.6,17.4,11.2,1.2,2.7,12.7,19.3,,1.7,1.7,3.4,.118,,-1.0,-0.5,-1.5,0.1
95,Michael Carter-Williams,Michael Carter-Williams,SG,29,ORL,ORL,31,800,9.5,.449,.226,.296,4.9,13.4,9.0,24.3,1.5,1.9,18.4,20.2,,-1.1,0.6,-0.5,-0.028,,-4.5,-0.1,-4.6,-0.5
96,Alex Caruso,Alex Caruso,PG,26,LAL,LAL,58,1216,11.1,.547,.449,.249,2.9,12.8,7.9,18.1,2.6,1.1,18.3,14.8,,0.3,2.1,2.4,.095,,-2.5,2.3,-0.2,0.6
97,Willie Cauley-Stein,Willie Cauley-Stein,C,27,DAL,DAL,53,906,14.3,.647,.060,.429,8.1,20.5,14.3,5.3,1.1,4.4,11.8,12.0,,1.6,1.2,2.8,.147,,-2.2,0.6,-1.6,0.1
98,Chris Chiozza,Chris Chiozza,PG,25,BRK,BRK,22,232,12.9,.461,.477,.193,1.5,9.5,5.7,36.9,1.5,2.3,14.4,21.0,,0.1,0.2,0.3,.063,,-0.7,-0.9,-1.6,0.0
99,Marquese Chriss,Marquese Chriss,PF,23,GSW,GSW,2,27,11.8,.412,.357,.286,12.0,38.9,25.6,11.0,0.0,6.5,11.3,28.1,,-0.1,0.1,0.0,-0.030,,-2.2,-1.0,-3.2,0.0
100,Gary Clark,Gary Clark,PF-SF,26,TOT,39,654,6.0,.436,.818,.076,5.1,13.5,9.1,6.4,1.0,1.0,11.1,10.1,,-0.3,0.4,0.1,.008,,-4.0,-0.9,-4.9,-0.5
101,Brandon Clarke,Brandon Clarke,PF,24,MEM,MEM,59,1415,17.3,.560,.156,.228,7.2,17.5,12.3,9.5,2.0,3.2,5.7,17.2,,2.2,2.0,4.2,.142,,0.3,1.0,1.3,1.2
102,Jordan Clarkson,Jordan Clarkson,SG,28,UTA,UTA,68,1818,17.1,.549,.557,.134,2.9,12.7,8.0,15.3,1.6,0.4,9.2,29.7,,1.7,2.5,4.2,.111,,1.9,-0.8,1.1,1.4
103,Nicolas Claxton,Nicolas Claxton,C,21,BRK,BRK,32,594,16.9,.612,.034,.441,8.4,21.8,15.4,6.4,1.9,5.9,9.4,14.0,,1.0,0.9,1.9,.153,,-0.8,1.1,0.3,0.3
104,Amir Coffey,Amir Coffey,SG,23,LAC,LAC,44,394,10.1,.585,.544,.369,2.9,9.4,6.3,7.4,1.3,0.0,11.1,15.1,,0.4,0.3,0.7,.085,,-2.1,-0.5,-2.6,-0.1
105,John Collins,John Collins,PF,23,ATL,ATL,63,1848,20.6,.645,.270,.265,7.1,20.3,13.8,6.9,0.9,3.0,8.9,22.2,,4.8,1.9,6.7,.174,,2.5,-0.4,2.1,1.9
106,Mike Conley,Mike Conley,PG,33,UTA,UTA,51,1498,19.2,.589,.523,.222,2.7,9.6,6.3,30.6,2.3,0.5,12.4,23.1,,4.0,2.1,6.1,.197,,3.5,0.9,4.4,2.4
107,Pat Connaughton,Pat Connaughton,SG,28,MIL,MIL,69,1575,11.3,.578,.703,.103,4.4,17.3,11.1,6.3,1.5,1.3,7.5,11.6,,1.8,1.7,3.5,.108,,-0.4,0.1,-0.4,0.6
108,Quinn Cook,Quinn Cook,PG,27,TOT,23,157,12.7,.531,.382,.118,1.4,10.9,6.1,18.3,1.3,0.6,8.9,21.8,,0.1,0.1,0.2,.061,,-1.2,-0.4,-1.5,0.0
109,Tyler Cook,Tyler Cook,SF-PF,23,TOT,32,438,12.8,.659,.019,.340,7.0,17.2,12.1,5.9,0.9,0.4,15.1,13.9,,0.5,0.3,0.8,.090,,-2.5,-0.5,-3.0,-0.1
110,DeMarcus Cousins,DeMarcus Cousins,C,30,TOT,41,713,16.4,.537,.443,.266,8.0,32.7,20.0,16.3,2.3,3.0,15.8,24.5,,0.0,1.2,1.2,.079,,-1.2,1.9,0.7,0.5
111,Robert Covington,Robert Covington,PF,30,POR,POR,70,2243,11.2,.553,.699,.122,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,,1.4,2.4,3.7,.080,,-1.5,1.2,-0.3,1.0
112,Torrey Craig,Torrey Craig,SF,30,TOT,50,803,14.2,.579,.467,.097,8.1,19.1,13.7,7.9,1.7,2.9,9.6,14.3,,1.1,1.1,2.2,.133,,-0.3,0.7,0.3,0.5
113,Jae Crowder,Jae Crowder,PF,30,PHO,PHO,60,1648,11.8,.574,.772,.152,2.2,16.9,9.7,10.0,1.4,1.5,9.5,15.7,,1.4,1.9,3.3,.097,,0.1,0.7,0.8,1.2
114,Jarrett Culver,Jarrett Culver,SG,21,MIN,MIN,34,499,8.8,.476,.315,.286,7.1,15.8,11.3,6.8,1.6,1.6,12.9,18.2,,-0.4,0.3,-0.1,-0.006,,-4.8,-1.8,-6.6,-0.6
115,Seth Curry,Seth Curry,SG,30,PHI,PHI,57,1638,12.9,.607,.507,.139,0.7,8.3,4.6,13.6,1.3,0.4,10.0,17.1,,2.3,1.7,4.0,.118,,-0.1,-0.8,-0.9,0.5
116,Stephen Curry,Stephen Curry,PG,32,GSW,GSW,63,2152,26.3,.655,.587,.289,1.5,15.4,8.5,30.5,1.7,0.3,12.2,34.8,,6.5,2.5,9.0,.201,,8.1,0.0,8.1,5.5
