name,team,pos,age,games,gamesStarted,mpg,fgm,fga,fg%,3pm,3pa,3%,2%,efg%,ftm,fta,ft%,orb,drb,trb,apg,spg,bpg,tov,pf,ppg
Mahmoud Abdul-Rauf,SAC,PG,28,31,0,17.1,3.3,8.8,.377,0.2,1.0,.161,.405,.386,0.5,0.5,1.000,0.2,1.0,1.2,1.9,0.5,0.0,0.6,1.0,7.3
Tariq Abdul-Wahad,SAC,SG,23,59,16,16.3,2.4,6.1,.403,0.1,0.3,.211,.414,.409,1.4,2.1,.672,0.7,1.2,2.0,0.9,0.6,0.2,1.1,1.4,6.4
Shareef Abdur-Rahim,VAN,SF,21,82,82,36.0,8.0,16.4,.485,0.3,0.6,.412,.488,.493,6.1,7.8,.784,2.8,4.3,7.1,2.6,1.1,0.9,3.1,2.5,22.3
Cory Alexander,TOT,PG,24,60,22,21.6,2.9,6.7,.428,1.1,2.9,.375,.469,.510,1.3,1.7,.784,0.3,2.2,2.4,3.5,1.2,0.2,1.9,1.6,8.1
Ray Allen*,MIL,SG,22,82,82,40.1,6.9,16.0,.428,1.6,4.5,.364,.453,.479,4.2,4.8,.875,1.5,3.4,4.9,4.3,1.4,0.1,3.2,3.0,19.5
Derek Anderson,CLE,SF,23,66,13,27.9,3.6,8.9,.408,0.3,1.3,.202,.442,.422,4.2,4.8,.873,0.8,2.0,2.8,3.4,1.3,0.2,1.9,2.1,11.7
Greg Anderson,ATL,C,33,50,0,8.0,0.7,1.6,.444,0.0,0.1,.000,.474,.444,0.3,0.8,.390,0.8,1.6,2.4,0.3,0.4,0.2,0.3,1.7,1.8
Kenny Anderson,TOT,PG,27,61,56,30.5,4.4,11.0,.398,0.9,2.6,.356,.411,.440,2.5,3.2,.789,0.6,2.2,2.8,5.7,1.4,0.0,2.3,2.2,12.2
Nick Anderson,ORL,SF,30,58,44,29.3,5.9,13.0,.455,1.3,3.7,.360,.493,.506,2.2,3.4,.638,1.7,3.4,5.1,2.1,1.2,0.4,1.5,1.7,15.3
Shandon Anderson,UTA,SG,24,82,2,19.5,3.3,6.1,.538,0.1,0.4,.219,.560,.545,1.7,2.3,.735,1.0,1.7,2.8,1.1,0.8,0.2,1.1,1.8,8.3
Chris Anstey,DAL,C,23,41,8,16.6,2.2,5.6,.398,0.1,0.4,.188,.414,.405,1.3,1.8,.716,1.3,2.5,3.8,0.9,0.8,0.7,1.0,2.3,5.9
Greg Anthony,SEA,PG,30,80,0,12.8,1.9,4.4,.430,0.8,2.0,.415,.442,.524,0.7,1.0,.663,0.2,1.2,1.4,2.6,0.8,0.0,1.1,1.2,5.2
B.J. Armstrong,TOT,PG,30,66,0,12.6,1.6,3.2,.493,0.1,0.5,.257,.539,.514,0.6,0.8,.840,0.2,0.9,1.2,2.3,0.4,0.0,0.6,1.1,4.0
Darrell Armstrong,ORL,PG,29,48,17,25.8,3.3,7.9,.411,0.5,1.4,.368,.420,.443,2.2,2.6,.854,1.4,2.0,3.3,4.9,1.2,0.1,2.3,2.0,9.2
Vincent Askew,POR,SG,31,30,5,14.8,0.6,1.8,.352,0.0,0.1,.000,.365,.352,0.9,1.3,.718,0.7,1.6,2.3,1.3,0.6,0.2,1.2,1.3,2.2
Keith Askins,MIA,SF,30,46,12,14.8,0.8,2.7,.320,0.5,1.6,.284,.375,.406,0.3,0.4,.632,0.6,1.6,2.2,0.6,0.6,0.3,0.6,2.3,2.4
Stacey Augmon,POR,SG,29,71,23,20.4,2.2,5.2,.414,0.0,0.1,.143,.419,.415,1.3,2.2,.603,1.5,1.8,3.3,1.2,0.8,0.5,1.1,2.0,5.7
Isaac Austin,TOT,C,28,78,50,29.1,5.2,11.2,.466,0.0,0.1,.000,.470,.466,3.1,4.7,.669,2.6,4.6,7.1,2.2,0.8,0.7,2.6,3.0,13.5
Vin Baker,SEA,C,26,82,82,35.9,7.7,14.2,.542,0.0,0.1,.143,.545,.543,3.8,6.4,.591,3.5,4.5,8.0,1.9,1.1,1.0,2.1,3.4,19.2
