name,team,pos,age,games,gamesStarted,mpg,fgm,fga,fg%,3pm,3pa,3%,2%,efg%,ftm,fta,ft%,orb,drb,trb,apg,spg,bpg,tov,pf,ppg
Terry Cummings,MIL,PF,23,79,78,34.5,9.6,19.4,.495,0.0,0.0,.000,.496,.495,4.3,5.9,.741,3.1,6.0,9.1,2.9,1.5,0.8,2.4,3.3,23.6
Earl Cureton,DET,C,27,81,1,20.3,2.6,5.3,.484,0.0,0.0,.000,.487,.484,1.0,1.8,.569,2.1,3.1,5.2,1.0,0.7,0.5,1.4,2.7,6.1
Quintin Dailey,CHI,SG,24,79,0,26.6,6.6,14.1,.473,0.1,0.4,.233,.479,.476,2.6,3.2,.817,0.7,1.9,2.6,2.4,0.9,0.1,1.9,2.4,16.0
Adrian Dantley*,UTA,SF,29,55,46,35.8,9.3,17.5,.531,0.0,0.0,,.531,.531,8.0,9.9,.804,2.7,3.2,5.9,3.4,1.0,0.1,3.1,2.4,26.6
Brad Davis,DAL,PG,29,82,82,31.0,3.8,7.5,.505,0.6,1.4,.409,.527,.543,1.9,2.2,.888,0.5,1.9,2.4,7.1,1.1,0.1,1.5,2.7,10.1
Charles Davis,TOT,SF,26,61,2,12.7,2.5,5.8,.430,0.0,0.2,.100,.439,.431,0.8,1.0,.823,1.0,1.5,2.5,0.8,0.4,0.1,0.9,1.9,5.9
Johnny Davis,CLE,PG,29,76,30,25.3,4.4,10.4,.426,0.2,0.6,.261,.436,.434,3.4,3.9,.850,0.5,1.1,1.6,5.6,0.6,0.1,2.0,1.8,12.4
Walter Davis,PHO,SG,30,23,9,24.8,6.0,13.4,.450,0.1,0.4,.300,.455,.455,2.8,3.2,.877,0.3,1.3,1.5,4.3,0.8,0.0,2.2,1.8,15.0
Darryl Dawkins,NJN,C,28,39,30,24.9,4.9,8.7,.566,0.0,0.0,.000,.568,.566,3.7,5.2,.711,1.4,3.2,4.6,1.2,0.4,0.9,2.4,4.4,13.5
Darren Daye,WSB,SF,24,80,8,19.7,3.2,6.3,.512,0.0,0.1,.143,.517,.513,2.2,3.1,.715,1.2,2.2,3.4,3.0,0.7,0.2,1.7,2.1,8.7
James Donaldson,LAC,C,27,82,58,29.2,4.3,6.7,.637,0.0,0.0,,.637,.637,2.8,3.7,.749,2.0,6.1,8.1,0.6,0.3,1.6,2.5,2.6,11.3
John Drew,UTA,SF,30,19,16,24.4,5.6,13.7,.412,0.0,0.2,.000,.418,.412,4.9,6.4,.770,1.9,2.4,4.3,1.8,1.2,0.1,2.2,3.4,16.2
Larry Drew,KCK,PG,26,72,66,33.0,6.3,12.7,.501,0.1,0.4,.250,.508,.504,2.1,2.7,.794,0.5,1.7,2.3,6.7,1.3,0.1,2.5,2.0,14.9
Clyde Drexler*,POR,SG,22,80,43,31.9,7.2,14.5,.494,0.1,0.5,.216,.503,.497,2.8,3.7,.759,2.7,3.2,6.0,5.5,2.2,0.9,2.8,3.3,17.2
Mike Dunleavy,MIL,PG,30,19,19,22.8,3.4,7.1,.474,0.8,2.5,.340,.545,.533,1.3,1.5,.862,0.3,1.3,1.6,4.5,0.8,0.2,2.1,2.9,8.9
T.R. Dunn,DEN,SG,29,81,81,28.3,2.2,4.4,.489,0.0,0.0,.000,.492,.489,1.0,1.4,.724,2.1,2.7,4.8,1.9,1.7,0.2,0.8,2.6,5.4
Devin Durrant,IND,SF,24,59,8,12.8,1.9,4.6,.416,0.0,0.1,.000,.421,.416,1.2,1.7,.706,0.8,1.3,2.1,1.4,0.3,0.2,1.3,1.8,5.1
Mark Eaton,UTA,C,28,82,82,34.3,3.7,8.2,.449,0.0,0.0,,.449,.449,2.3,3.3,.712,2.5,8.8,11.3,1.5,0.4,5.6,2.5,3.8,9.7
Jerry Eaves,ATL,PG,25,3,0,12.3,1.0,2.0,.500,0.0,0.0,,.500,.500,1.7,2.0,.833,0.0,0.0,0.0,1.3,0.0,0.0,1.3,2.0,3.7
Kenton Edelin,IND,SF,22,10,1,14.3,0.4,1.3,.308,0.0,0.0,,.308,.308,0.3,0.8,.375,0.8,1.8,2.6,1.0,0.5,0.4,0.3,3.9,1.1
Franklin Edwards,LAC,PG,25,16,0,12.4,2.3,4.1,.545,0.0,0.0,,.545,.545,1.2,1.5,.792,0.2,0.7,0.9,2.4,1.1,0.0,1.1,0.6,5.7
James Edwards,PHO,C,29,70,58,25.5,5.5,10.9,.501,0.0,0.0,.000,.503,.501,3.9,5.3,.746,1.4,4.2,5.5,2.2,0.4,0.7,2.3,3.4,14.9
Craig Ehlo,HOU,SG,23,45,0,4.2,0.8,1.5,.493,0.0,0.1,.000,.515,.493,0.4,0.7,.633,0.2,0.4,0.6,0.6,0.2,0.1,0.5,0.6,1.9
Dale Ellis,DAL,SF,24,72,4,18.3,3.8,8.4,.454,0.6,1.5,.385,.470,.489,1.1,1.4,.740,1.4,1.9,3.3,0.8,0.6,0.1,0.8,1.8,9.3
Chris Engler,TOT,C,25,11,0,7.5,0.7,1.8,.400,0.0,0.0,,.400,.400,0.5,0.8,.556,1.1,1.6,2.7,0.0,0.2,0.5,0.2,0.5,1.9
Alex English*,DEN,SF,31,81,81,36.1,11.6,22.4,.518,0.0,0.1,.200,.519,.518,4.7,5.7,.829,2.5,3.1,5.7,4.2,1.2,0.6,3.1,3.2,27.9
Julius Erving*,PHI,SF,34,78,78,32.5,7.8,15.8,.494,0.0,0.2,.214,.497,.495,4.3,5.7,.765,2.2,3.1,5.3,3.0,1.7,1.4,2.7,2.6,20.0
Mike Evans,DEN,SG,29,81,0,17.7,4.0,8.2,.489,0.7,1.9,.363,.528,.532,1.4,1.6,.863,0.3,1.1,1.5,2.9,0.8,0.1,1.6,2.1,10.1
Kenny Fields,MIL,SF,22,51,1,10.5,1.6,3.7,.440,0.0,0.0,,.440,.440,0.5,0.7,.750,0.8,0.8,1.6,0.7,0.2,0.2,0.6,1.6,3.8
Vern Fleming,IND,PG,22,80,65,31.1,5.4,11.5,.470,0.0,0.1,.000,.472,.470,3.3,4.2,.767,1.9,2.2,4.0,3.1,1.2,0.1,2.5,2.9,14.1
Sleepy Floyd,GSW,SG,24,82,82,35.0,7.4,16.7,.445,0.5,1.7,.294,.462,.460,4.1,5.1,.810,0.8,1.7,2.5,5.0,1.6,0.5,3.1,2.8,19.5
Phil Ford,HOU,PG,28,25,1,11.6,0.6,1.9,.298,0.0,0.2,.000,.326,.298,0.6,0.7,.889,0.1,1.0,1.1,2.4,0.2,0.0,0.7,1.3,1.8
Rod Foster,PHO,PG,24,79,1,16.7,3.6,8.1,.450,0.5,1.6,.325,.480,.482,1.1,1.4,.755,0.3,0.7,1.0,2.4,0.8,0.0,1.5,2.2,8.8
World B. Free,CLE,SG,31,71,50,31.7,8.6,18.7,.459,1.0,2.7,.368,.474,.485,4.3,5.8,.749,0.9,2.1,3.0,4.5,1.1,0.2,2.0,2.3,22.5
Bill Garnett,IND,PF,24,65,13,17.3,2.3,4.8,.481,0.0,0.0,.000,.484,.481,1.8,2.7,.690,1.5,2.9,4.4,1.0,0.4,0.2,1.4,3.0,6.4
George Gervin*,SAS,SG,32,72,69,29.0,8.3,16.4,.508,0.0,0.1,.000,.512,.508,4.5,5.3,.844,1.1,2.2,3.3,2.5,0.9,0.7,2.8,2.9,21.2
Artis Gilmore*,SAS,C,35,81,81,34.0,6.6,10.5,.623,0.0,0.0,.000,.624,.623,6.0,8.0,.749,2.9,7.6,10.4,1.6,0.5,2.1,3.0,3.8,19.1
Mike Glenn,ATL,SG,29,60,5,18.8,3.8,6.5,.588,0.0,0.0,.000,.591,.588,1.0,1.3,.816,0.3,1.0,1.4,2.0,0.5,0.0,0.9,1.2,8.6
Mike Gminski,NJN,C,25,81,54,29.9,4.7,10.1,.465,0.0,0.0,.000,.465,.465,3.4,4.0,.841,2.8,5.0,7.8,2.0,0.5,1.1,1.7,1.7,12.8
Lancaster Gordon,LAC,SG,22,63,1,10.8,1.7,4.6,.383,0.0,0.1,.222,.388,.387,0.6,0.8,.755,0.4,0.6,1.0,1.4,0.5,0.1,1.1,1.0,4.1
Stewart Granger,ATL,PG,23,9,1,10.2,0.7,1.9,.353,0.0,0.1,.000,.375,.353,0.4,0.9,.500,0.1,0.6,0.7,1.3,0.2,0.0,1.3,1.4,1.8
Butch Graves,CLE,SG,23,4,0,2.8,0.5,1.5,.333,0.0,0.3,.000,.400,.333,0.3,1.3,.200,0.0,0.5,0.5,0.3,0.3,0.0,0.3,1.0,1.3
Stuart Gray,IND,C,21,52,0,7.5,0.7,1.8,.380,0.0,0.0,,.380,.380,0.6,0.9,.681,0.6,1.8,2.4,0.3,0.2,0.3,1.0,1.6,2.0
Rickey Green,UTA,PG,30,77,77,31.6,4.9,10.4,.477,0.1,0.3,.300,.482,.481,3.0,3.5,.869,0.5,2.0,2.5,7.8,1.7,0.0,2.3,1.7,13.0
Sidney Green,CHI,PF,24,48,1,15.4,2.3,5.2,.432,0.0,0.1,.000,.439,.432,1.6,2.0,.806,1.5,3.6,5.1,0.6,0.2,0.3,1.4,2.1,6.1
Dave Greenwood,CHI,PF,27,61,28,25.0,2.5,5.4,.458,0.0,0.0,.000,.459,.458,1.1,1.5,.713,1.8,4.6,6.4,1.3,0.6,0.3,1.0,3.1,6.1
Kevin Grevey,MIL,SF,31,78,6,15.2,2.4,5.4,.448,0.1,0.4,.242,.465,.458,1.1,1.4,.822,0.3,1.0,1.3,1.2,0.4,0.0,0.7,1.1,6.1
Darrell Griffith,UTA,SG,26,78,78,35.6,9.3,20.4,.457,1.2,3.3,.358,.476,.486,2.8,3.8,.725,1.6,2.8,4.4,3.1,1.7,0.4,3.2,2.3,22.6
Ernie Grunfeld,NYK,SF,29,69,0,15.4,2.7,5.6,.490,0.0,0.1,.250,.495,.492,1.1,1.5,.740,0.6,1.6,2.2,1.5,0.7,0.1,0.6,1.9,6.6
Bob Hansen,UTA,SG,24,54,4,12.0,2.0,4.2,.489,0.0,0.1,.143,.500,.491,0.7,1.3,.556,0.4,0.9,1.3,1.4,0.5,0.0,0.9,1.6,4.8
Bill Hanzlik,DEN,SF,27,80,1,20.9,2.8,6.5,.421,0.0,0.2,.067,.432,.422,2.3,3.0,.756,1.1,1.5,2.6,2.6,1.1,0.3,1.4,3.6,7.8
Derek Harper,DAL,PG,23,82,1,27.0,4.0,7.7,.520,0.3,0.7,.344,.538,.536,1.4,1.9,.721,0.6,1.9,2.4,4.4,1.8,0.5,1.5,2.4,9.6
Scott Hastings,ATL,PF,24,64,1,12.9,1.4,2.9,.473,0.0,0.0,,.473,.473,1.0,1.3,.778,0.9,1.6,2.5,0.7,0.4,0.4,0.8,2.1,3.8
Steve Hayes,PHI,C,29,11,0,9.2,0.9,1.6,.556,0.0,0.0,,.556,.556,0.2,0.4,.500,1.0,2.1,3.1,0.1,0.1,0.4,0.2,1.7,2.0
Gerald Henderson,SEA,PG,29,79,78,33.5,5.4,11.3,.479,0.1,0.5,.237,.490,.484,2.5,3.2,.780,0.9,1.5,2.4,7.1,1.8,0.1,2.9,2.5,13.4
Rod Higgins,CHI,SF,25,68,5,13.9,1.8,4.0,.441,0.1,0.5,.270,.468,.459,0.9,1.3,.667,0.8,1.4,2.2,1.1,0.3,0.2,0.7,1.3,4.5
Roy Hinson,CLE,PF,23,76,75,30.8,6.1,12.2,.503,0.0,0.0,.000,.504,.503,3.6,4.9,.721,2.4,5.4,7.8,0.9,0.7,2.3,2.3,4.1,15.8
Craig Hodges,MIL,SG,24,82,63,30.4,4.4,8.9,.490,0.6,1.6,.348,.523,.523,1.3,1.6,.815,0.9,1.4,2.3,4.3,1.2,0.0,1.6,3.2,10.6
Lionel Hollins,HOU,PG,31,80,60,24.4,3.1,6.8,.461,0.0,0.2,.231,.467,.464,1.4,1.7,.794,0.4,1.8,2.2,5.2,1.0,0.1,2.1,2.3,7.6
Michael Holton,PHO,SG,23,74,59,23.8,3.5,7.8,.446,0.2,0.6,.311,.458,.458,1.3,1.6,.814,0.4,1.4,1.8,2.7,0.8,0.1,1.7,1.9,8.4
Phil Hubbard,CLE,SF,28,76,55,29.6,5.5,10.8,.505,0.0,0.1,.000,.507,.505,4.9,6.5,.751,2.8,3.5,6.3,1.5,1.1,0.1,2.3,3.4,15.8
Jay Humphries,PHO,SG,22,80,39,25.8,3.5,7.8,.446,0.1,0.3,.200,.454,.449,1.8,2.1,.829,0.4,1.7,2.1,4.4,1.3,0.1,2.1,2.6,8.8
Geoff Huston,CLE,PG,27,8,0,11.6,1.5,3.1,.480,0.0,0.0,,.480,.480,0.3,0.4,.667,0.0,0.1,0.1,2.9,0.0,0.0,1.0,1.0,3.3
Marc Iavaroni,TOT,PF,28,69,43,19.3,2.3,5.1,.458,0.0,0.1,.000,.463,.458,1.3,1.9,.680,1.4,3.0,4.4,1.7,0.5,0.5,1.7,3.1,6.0
Dan Issel*,DEN,C,36,77,9,21.9,4.7,10.3,.459,0.0,0.1,.143,.462,.460,3.3,4.1,.806,1.0,3.3,4.3,1.8,0.8,0.4,1.2,2.2,12.8
Ralph Jackson,IND,PG,22,1,0,12.0,1.0,3.0,.333,0.0,0.0,,.333,.333,0.0,0.0,,1.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0
Clemon Johnson,PHI,C,28,58,0,15.1,2.0,4.1,.498,0.0,0.0,.000,.500,.498,0.6,0.8,.735,1.6,2.2,3.8,0.6,0.3,0.8,0.7,1.9,4.7
Dennis Johnson*,BOS,PG,30,80,77,37.2,6.2,13.3,.462,0.1,0.3,.269,.467,.466,3.3,3.8,.853,1.1,2.8,4.0,6.8,1.2,0.5,2.7,2.8,15.7
Eddie Johnson,ATL,SG,29,73,66,32.4,6.2,13.0,.479,0.3,1.0,.306,.493,.490,3.6,4.5,.798,0.5,2.1,2.6,7.8,0.6,0.1,3.3,2.5,16.3
Eddie Johnson,KCK,SF,25,82,81,36.9,9.4,19.1,.491,0.2,0.7,.241,.500,.496,4.0,4.5,.871,1.8,3.1,5.0,3.3,1.0,0.3,2.7,2.9,22.9
Frank Johnson,WSB,PG,26,46,1,20.1,3.8,7.8,.489,0.1,0.4,.353,.496,.497,1.6,2.1,.750,0.5,0.9,1.4,3.1,0.9,0.1,1.3,1.6,9.3
George Johnson,NJN,C,36,65,0,12.3,0.6,1.2,.532,0.0,0.0,1.000,.526,.538,0.3,0.4,.815,1.1,1.7,2.8,0.3,0.3,1.2,0.6,2.3,1.6
George Johnson,PHI,SF,28,55,3,13.7,1.9,4.8,.407,0.0,0.2,.100,.419,.409,0.9,1.0,.875,0.9,2.1,3.0,0.7,0.6,0.3,0.9,1.8,4.8
Magic Johnson*,LAL,PG,25,77,77,36.1,6.5,11.7,.561,0.1,0.5,.189,.577,.565,5.1,6.0,.843,1.2,5.0,6.2,12.6,1.5,0.3,4.0,2.0,18.3
Marques Johnson,LAC,SF,28,72,68,34.0,6.9,15.2,.452,0.0,0.2,.231,.454,.453,2.6,3.6,.731,2.6,3.3,5.9,3.4,1.0,0.4,2.4,2.7,16.4
Mickey Johnson,GSW,PF,32,66,9,23.7,4.6,10.8,.426,0.1,0.5,.233,.434,.431,3.9,4.8,.823,2.3,3.7,6.0,2.3,1.1,0.5,2.2,3.3,13.3
Steve Johnson,CHI,C,27,74,54,22.4,3.8,7.0,.545,0.0,0.0,.000,.548,.545,2.4,3.4,.718,2.0,3.9,5.9,0.9,0.5,0.8,2.0,3.6,10.0
Vinnie Johnson,DET,SG,28,82,16,25.5,5.2,11.5,.454,0.1,0.3,.185,.462,.457,2.3,3.0,.769,1.6,1.4,3.1,4.0,0.9,0.2,1.6,2.5,12.8
Bobby Jones*,PHI,PF,33,80,8,20.4,2.6,4.8,.538,0.0,0.1,.000,.543,.538,2.3,2.7,.861,1.3,2.4,3.7,1.9,1.1,0.6,1.5,2.3,7.5
Caldwell Jones,CHI,C,34,42,32,21.1,1.3,2.7,.461,0.0,0.0,.000,.469,.461,0.9,1.1,.766,1.2,3.9,5.0,0.8,0.3,0.7,1.0,3.0,3.4
Charles Jones,PHO,C,23,78,14,20.1,3.0,5.8,.520,0.0,0.1,.000,.524,.520,2.3,3.6,.648,1.8,3.3,5.1,1.6,0.6,0.8,1.8,1.9,8.4
Charles Jones,TOT,C-PF,27,31,4,21.5,2.2,4.1,.528,0.0,0.0,,.528,.528,1.3,1.9,.690,2.3,3.6,5.9,0.8,0.7,2.5,0.8,3.5,5.6
