name,team,pos,age,games,gamesStarted,mpg,fgm,fga,fg%,3pm,3pa,3%,2%,efg%,ftm,fta,ft%,orb,drb,trb,apg,spg,bpg,tov,pf,ppg
Kareem Abdul-Jabbar*,LAL,C,40,80,80,28.9,6.0,11.3,.532,0.0,0.0,.000,.532,.532,2.6,3.4,.762,1.5,4.5,6.0,1.7,0.6,1.2,2.0,2.7,14.6
Mark Acres,BOS,C,25,79,5,14.6,1.4,2.6,.532,0.0,0.0,,.532,.532,0.9,1.4,.640,1.3,2.1,3.4,0.5,0.4,0.3,0.7,2.5,3.6
Alvan Adams,PHO,C,33,82,25,20.1,3.1,6.2,.496,0.0,0.0,.500,.496,.497,1.3,1.6,.844,1.4,3.0,4.5,2.2,1.0,0.5,1.7,3.0,7.5
Michael Adams,DEN,PG,25,82,75,33.9,5.1,11.3,.449,1.7,4.6,.367,.505,.524,2.0,2.4,.834,0.5,2.2,2.7,6.1,2.0,0.2,1.8,1.7,13.9
Mark Aguirre,DAL,SF,28,77,77,33.9,9.7,20.4,.475,0.7,2.2,.302,.496,.491,5.0,6.5,.770,2.4,3.3,5.6,3.6,0.9,0.7,2.6,2.9,25.1
Danny Ainge,BOS,SG,28,81,81,37.3,6.0,12.1,.491,1.8,4.4,.415,.534,.566,2.0,2.2,.878,0.7,2.3,3.1,6.2,1.4,0.2,1.9,2.5,15.7
Mark Alarie,WSB,PF,24,63,0,12.2,2.3,4.8,.480,0.1,0.3,.222,.496,.487,0.6,0.8,.714,1.1,1.4,2.5,0.6,0.2,0.2,0.8,1.7,5.2
Steve Alford,DAL,PG,23,28,0,7.0,0.8,2.0,.382,0.0,0.3,.125,.426,.391,0.6,0.6,.941,0.1,0.7,0.8,0.8,0.6,0.1,0.4,0.8,2.1
Greg Anderson,SAS,PF,23,82,45,24.2,4.6,9.2,.501,0.0,0.1,.200,.503,.502,2.4,4.0,.604,2.0,4.3,6.3,1.0,0.7,1.5,1.7,2.8,11.7
Richard Anderson,TOT,PF,27,74,3,18.2,2.3,5.9,.390,0.6,2.0,.320,.426,.444,0.8,1.0,.753,1.2,2.9,4.1,1.5,0.7,0.2,0.8,1.9,6.1
Ron Anderson,IND,SF,29,74,1,14.8,2.9,5.9,.498,0.0,0.0,.000,.500,.498,1.5,1.9,.766,1.2,1.7,2.9,1.1,0.6,0.1,1.0,1.3,7.3
Joe Arlauckas,SAC,SF,22,9,0,9.4,1.6,4.8,.326,0.0,0.0,,.326,.326,0.7,0.9,.750,0.7,0.8,1.4,0.9,0.3,0.4,0.4,1.8,3.8
Vincent Askew,PHI,SG,21,14,2,16.7,1.6,5.3,.297,0.0,0.0,,.297,.297,0.6,0.8,.727,0.4,1.1,1.6,2.4,0.7,0.4,0.9,0.9,3.7
John Bagley,NJN,PG,27,82,74,33.8,4.8,10.9,.439,0.6,2.0,.292,.471,.465,1.8,2.2,.822,0.7,2.4,3.1,5.8,1.3,0.1,2.5,2.0,12.0
James Bailey,PHO,PF,30,65,0,13.4,1.7,3.7,.452,0.0,0.1,.000,.460,.452,1.1,1.4,.787,1.1,2.1,3.2,0.6,0.3,0.4,1.1,2.8,4.4
Thurl Bailey,UTA,SF,26,82,10,34.2,7.7,15.7,.492,0.0,0.0,.333,.493,.493,4.1,5.0,.826,1.6,4.8,6.5,1.9,0.6,1.5,2.3,2.3,19.6
Charles Barkley*,PHI,PF,24,80,80,39.6,9.4,16.0,.587,0.6,2.0,.280,.630,.604,8.9,11.9,.751,4.8,7.1,11.9,3.2,1.3,1.3,3.8,3.5,28.3
John Battle,ATL,SG,25,67,1,18.3,4.1,9.1,.454,0.2,0.6,.390,.458,.467,2.1,2.8,.750,0.4,1.3,1.7,2.4,0.5,0.1,1.1,1.3,10.6
William Bedford,DET,C,24,38,0,7.8,1.2,2.7,.436,0.0,0.0,,.436,.436,0.3,0.6,.565,0.7,1.0,1.7,0.1,0.2,0.4,0.5,1.2,2.7
Benoit Benjamin,LAC,C,23,66,59,32.9,5.2,10.5,.491,0.0,0.1,.000,.496,.491,2.7,3.9,.706,1.7,6.3,8.0,2.6,0.8,3.4,3.4,3.1,13.0
Kent Benson,CLE,C,33,2,0,6.0,1.0,1.0,1.000,0.0,0.0,,1.000,1.000,0.5,1.0,.500,0.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,2.5
Walter Berry,SAS,SF,23,73,56,26.3,7.4,13.2,.563,0.0,0.0,,.563,.563,2.6,4.4,.600,2.4,3.0,5.4,1.5,0.8,0.9,2.2,2.8,17.4
Larry Bird*,BOS,SF,31,76,75,39.0,11.6,22.0,.527,1.3,3.1,.414,.546,.556,5.5,6.0,.916,1.4,7.8,9.3,6.1,1.6,0.8,2.8,2.1,29.9
Otis Birdsong,NJN,SG,32,67,59,28.1,5.0,11.0,.458,0.1,0.4,.360,.461,.464,0.7,1.4,.511,1.1,1.4,2.5,3.3,0.8,0.2,1.9,2.1,10.9
Uwe Blab,DAL,C,25,73,1,9.0,0.8,1.8,.439,0.0,0.0,,.439,.439,0.6,0.9,.708,0.7,1.1,1.8,0.5,0.1,0.4,0.7,1.5,2.2
Rolando Blackman,DAL,SG,28,71,69,36.3,7.0,14.8,.473,0.0,0.1,.000,.476,.473,4.7,5.3,.873,1.2,2.3,3.5,3.7,0.9,0.3,2.0,1.6,18.7
Nate Blackwell,SAS,PG,22,10,0,11.2,1.5,4.1,.366,0.2,1.1,.182,.433,.390,0.5,0.6,.833,0.2,0.4,0.6,1.8,0.3,0.0,0.8,1.6,3.7
Muggsy Bogues,WSB,PG,23,79,14,20.6,2.1,5.4,.390,0.0,0.2,.188,.398,.393,0.7,0.9,.784,0.4,1.3,1.7,5.1,1.6,0.0,1.3,1.7,5.0
Manute Bol,WSB,C,25,77,4,14.8,1.0,2.1,.455,0.0,0.0,.000,.457,.455,0.3,0.6,.531,0.9,2.6,3.6,0.2,0.1,2.7,0.5,2.1,2.3
Dudley Bradley,TOT,SG,30,65,15,22.1,2.4,5.6,.427,0.6,1.6,.363,.452,.478,1.1,1.5,.763,0.4,1.6,2.0,2.3,1.8,0.7,1.4,2.6,6.5
Adrian Branch,NJN,SF,24,20,3,15.4,2.8,6.7,.418,0.1,0.3,.200,.426,.422,1.0,1.2,.870,1.0,1.4,2.4,0.8,0.8,0.6,1.5,2.1,6.7
Randy Breuer,MIL,C,27,81,73,27.9,4.8,9.7,.495,0.0,0.0,,.495,.495,2.3,3.5,.657,2.4,4.4,6.8,1.3,0.6,1.3,1.3,2.4,12.0
Frank Brickowski,SAS,C,28,70,68,31.8,6.1,11.5,.528,0.0,0.1,.200,.530,.529,3.8,5.0,.768,2.4,4.5,6.9,3.8,1.1,0.5,3.0,3.9,16.0
Michael Brooks,DEN,SF,29,16,0,8.3,1.3,3.1,.408,0.0,0.0,,.408,.408,0.2,0.3,.750,1.2,1.6,2.8,0.8,0.3,0.1,0.8,1.3,2.7
Mike Brown,CHI,C,24,46,27,12.8,1.7,3.8,.448,0.0,0.0,.000,.451,.448,0.9,1.5,.577,1.4,2.0,3.5,0.6,0.2,0.1,0.8,1.8,4.3
Steve Burtt,LAC,SG,25,19,0,16.4,3.3,7.3,.449,0.0,0.2,.000,.463,.449,2.5,3.6,.681,0.3,1.1,1.4,2.0,0.5,0.3,2.1,2.9,9.0
Michael Cage,LAC,PF,26,72,70,36.9,5.0,10.6,.470,0.0,0.0,.000,.471,.470,4.5,6.6,.688,5.2,7.9,13.0,1.5,1.3,0.8,2.2,2.7,14.5
Tony Campbell,LAL,SF,25,13,1,18.6,4.4,7.8,.564,0.1,0.2,.333,.571,.569,2.2,3.0,.718,0.6,1.5,2.1,1.2,0.8,0.2,2.0,3.2,11.0
Rick Carlisle,NYK,SG,28,26,0,7.8,1.1,2.6,.433,0.2,0.7,.353,.460,.478,0.4,0.4,.909,0.2,0.3,0.5,1.2,0.4,0.2,0.8,1.5,2.8
Antoine Carr,ATL,PF,26,80,2,18.5,3.5,6.5,.544,0.0,0.1,.250,.546,.544,1.8,2.3,.780,1.2,2.4,3.6,1.3,0.5,1.0,1.5,3.4,8.8
Joe Barry Carroll,TOT,C,29,77,30,26.0,5.2,12.0,.435,0.0,0.0,.000,.436,.435,2.2,2.9,.764,1.7,4.6,6.4,1.5,0.6,1.4,2.1,2.5,12.7
