name,team,pos,age,games,gamesStarted,mpg,fgm,fga,fg%,3pm,3pa,3%,2%,efg%,ftm,fta,ft%,orb,drb,trb,apg,spg,bpg,tov,pf,ppg
Arron Afflalo,DEN,SG,24,82,75,27.1,3.3,7.1,.465,1.3,3.0,.434,.488,.557,0.9,1.2,.735,0.7,2.4,3.1,1.7,0.6,0.4,0.9,2.7,8.8
Alexis Ajinça,CHA,C,21,6,0,5.0,0.8,1.7,.500,0.0,0.0,,.500,.500,0.0,0.2,.000,0.2,0.5,0.7,0.0,0.2,0.2,0.3,0.8,1.7
LaMarcus Aldridge,POR,PF,24,78,78,37.5,7.4,15.0,.495,0.1,0.2,.313,.498,.497,2.9,3.9,.757,2.5,5.6,8.0,2.1,0.9,0.6,1.3,3.0,17.9
Joe Alexander,CHI,SF,23,8,0,3.6,0.1,0.8,.167,0.0,0.1,.000,.200,.167,0.3,0.4,.667,0.3,0.4,0.6,0.3,0.1,0.1,0.0,1.1,0.5
Malik Allen,DEN,PF,31,51,3,8.9,0.9,2.3,.397,0.0,0.1,.167,.409,.401,0.2,0.3,.923,0.7,0.9,1.6,0.3,0.2,0.1,0.4,1.3,2.1
Ray Allen*,BOS,SG,34,80,80,35.2,5.8,12.2,.477,1.8,5.0,.363,.556,.551,2.9,3.2,.913,0.6,2.6,3.2,2.6,0.8,0.3,1.6,2.3,16.3
Tony Allen,BOS,SG,28,54,8,16.5,2.4,4.7,.510,0.0,0.1,.000,.520,.510,1.3,2.2,.605,1.0,1.7,2.7,1.3,1.1,0.4,1.2,2.0,6.1
Rafer Alston,TOT,PG,33,52,38,27.3,3.0,8.6,.348,1.1,3.2,.345,.349,.413,1.1,1.6,.728,0.3,2.2,2.5,3.4,1.0,0.2,1.8,2.0,8.2
Lou Amundson,PHO,PF,27,79,0,14.8,1.9,3.5,.551,0.0,0.0,.000,.553,.551,0.8,1.6,.545,1.6,2.8,4.4,0.4,0.3,0.9,0.7,2.1,4.7
Chris Andersen,DEN,PF,31,76,0,22.3,1.9,3.3,.566,0.0,0.0,.000,.573,.566,2.2,3.1,.695,1.9,4.4,6.4,0.4,0.6,1.9,0.8,2.3,5.9
David Andersen,HOU,C,29,63,0,14.1,2.3,5.4,.432,0.4,1.2,.346,.458,.472,0.7,1.1,.687,0.9,2.4,3.3,0.7,0.2,0.2,0.6,1.9,5.8
Antonio Anderson,OKC,SF,24,1,0,15.0,1.0,3.0,.333,0.0,0.0,,.333,.333,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
Ryan Anderson,ORL,PF,21,63,6,14.5,2.7,6.2,.436,1.2,3.3,.370,.514,.536,1.1,1.3,.866,1.1,2.1,3.2,0.6,0.4,0.2,0.9,1.3,7.7
Carmelo Anthony,DEN,SF,25,69,69,38.2,10.0,21.8,.458,0.9,2.7,.316,.478,.478,7.4,8.9,.830,2.2,4.4,6.6,3.2,1.3,0.4,3.0,3.3,28.2
Joel Anthony,MIA,C,27,80,16,16.5,1.0,2.0,.478,0.0,0.0,,.478,.478,0.8,1.2,.717,1.5,1.6,3.1,0.2,0.3,1.4,0.6,2.0,2.7
Gilbert Arenas,WAS,PG,28,32,32,36.5,7.9,19.3,.411,2.0,5.7,.348,.437,.462,4.8,6.5,.739,0.5,3.6,4.2,7.2,1.3,0.3,3.7,3.0,22.6
Trevor Ariza,HOU,SF,24,72,71,36.5,5.5,13.9,.394,1.9,5.7,.334,.436,.462,2.1,3.2,.649,1.1,4.5,5.6,3.8,1.8,0.6,2.2,2.3,14.9
Hilton Armstrong,TOT,PF-C,25,33,0,10.2,0.8,2.4,.354,0.0,0.0,.000,.359,.354,0.5,1.0,.469,0.8,1.6,2.5,0.6,0.5,0.4,0.7,1.8,2.2
Carlos Arroyo,MIA,PG,30,72,35,22.0,2.5,5.2,.475,0.1,0.3,.280,.489,.484,1.1,1.3,.844,0.4,1.4,1.8,3.1,0.5,0.1,0.8,1.4,6.1
Darrell Arthur,MEM,PF,21,32,1,14.3,2.0,4.6,.432,0.0,0.0,.000,.434,.432,0.5,0.9,.567,1.2,2.3,3.4,0.5,0.4,0.4,0.7,1.9,4.5
Chucky Atkins,DET,PG,35,40,11,16.1,1.4,3.9,.363,0.6,1.8,.301,.417,.433,0.6,0.7,.926,0.1,0.6,0.7,2.3,0.4,0.0,0.8,1.3,4.0
D.J. Augustin,CHA,PG,22,80,2,18.4,2.1,5.4,.386,0.9,2.2,.393,.381,.467,1.3,1.6,.779,0.1,1.1,1.2,2.4,0.6,0.1,0.9,1.6,6.4
Jeff Ayres,POR,C,22,39,4,10.4,1.1,1.7,.662,0.0,0.0,,.662,.662,0.5,0.5,.900,0.6,1.9,2.5,0.0,0.2,0.4,0.3,1.9,2.7
Kelenna Azubuike,GSW,SF,26,9,7,25.7,5.3,9.8,.545,1.1,3.0,.370,.623,.602,2.1,3.1,.679,1.3,3.2,4.6,1.1,0.6,1.0,0.8,1.8,13.9
Renaldo Balkman,DEN,SF,25,13,1,7.0,0.5,1.4,.333,0.0,0.5,.000,.545,.333,0.2,0.5,.333,0.3,1.5,1.8,0.5,0.6,0.2,0.5,1.2,1.1
Marcus Banks,TOR,PG,28,22,0,11.1,1.8,3.3,.534,0.3,1.1,.292,.653,.582,1.1,1.3,.828,0.1,0.9,1.0,1.2,0.5,0.1,0.9,1.4,5.0
Leandro Barbosa,PHO,PG,27,44,5,17.9,3.5,8.3,.425,1.0,3.1,.324,.485,.485,1.5,1.7,.877,0.3,1.3,1.6,1.5,0.5,0.3,1.0,1.6,9.5
J.J. Barea,DAL,PG,25,78,18,19.8,3.0,6.8,.440,0.7,2.0,.357,.476,.493,1.0,1.2,.844,0.2,1.7,1.9,3.3,0.4,0.1,1.3,1.5,7.6
Andrea Bargnani,TOR,PF,24,80,80,35.0,6.7,14.3,.470,1.5,4.1,.372,.509,.523,2.3,2.9,.774,1.3,4.9,6.2,1.2,0.3,1.4,1.5,2.7,17.2
Matt Barnes,ORL,SF,29,81,58,25.9,3.3,6.9,.487,0.8,2.6,.319,.586,.546,1.3,1.8,.740,1.3,4.2,5.5,1.7,0.7,0.4,1.4,2.3,8.8
Earl Barron,NYK,C,28,7,6,33.1,4.3,9.7,.441,0.0,0.0,,.441,.441,3.1,4.1,.759,4.4,6.6,11.0,1.1,0.6,0.6,1.6,3.4,11.7
Brandon Bass,ORL,PF,24,50,3,13.0,2.4,4.7,.511,0.0,0.0,,.511,.511,1.0,1.3,.825,1.1,1.5,2.5,0.4,0.2,0.5,0.6,1.4,5.8
Tony Battie,NJN,C,33,15,0,8.9,0.9,2.7,.350,0.1,0.3,.250,.361,.363,0.5,0.7,.700,0.3,1.3,1.5,0.2,0.3,0.1,0.2,1.3,2.4
Shane Battier,HOU,SG,31,67,62,32.4,2.7,6.7,.398,1.5,4.2,.362,.458,.511,1.1,1.6,.726,1.1,3.6,4.7,2.4,0.8,1.1,1.0,2.1,8.0
Nicolas Batum,POR,SF,21,37,25,24.8,3.8,7.2,.519,1.5,3.6,.409,.625,.619,1.2,1.4,.843,0.9,2.9,3.8,1.2,0.6,0.7,0.7,2.2,10.1
Jerryd Bayless,POR,SG,21,74,11,17.6,2.7,6.5,.414,0.4,1.2,.315,.437,.444,2.7,3.3,.831,0.2,1.4,1.6,2.3,0.4,0.1,1.3,2.1,8.5
Michael Beasley,MIA,PF,21,78,78,29.8,6.0,13.3,.450,0.4,1.3,.275,.469,.463,2.5,3.1,.800,1.6,4.8,6.4,1.3,1.0,0.6,1.7,2.8,14.8
Rodrigue Beaubois,DAL,PG,21,56,16,12.5,2.8,5.3,.518,0.8,2.0,.409,.582,.594,0.8,0.9,.808,0.2,1.2,1.4,1.3,0.5,0.2,1.0,1.5,7.1
Marco Belinelli,TOR,SG,23,66,1,17.0,2.3,5.7,.406,0.9,2.4,.380,.425,.485,1.5,1.8,.835,0.2,1.2,1.4,1.3,0.6,0.1,0.9,1.2,7.1
