name,team,pos,age,games,gamesStarted,mpg,fgm,fga,fg%,3pm,3pa,3%,2%,efg%,ftm,fta,ft%,orb,drb,trb,apg,spg,bpg,tov,pf,ppg
Jeff Adrien,HOU,PF,25,8,0,7.9,0.9,2.0,.438,0.0,0.0,,.438,.438,0.9,1.5,.583,0.6,2.1,2.8,0.1,0.0,0.3,0.3,1.6,2.6
Arron Afflalo,DEN,SG,26,62,62,33.6,5.3,11.3,.471,1.4,3.6,.398,.504,.534,3.2,4.0,.798,0.6,2.5,3.2,2.4,0.6,0.2,1.4,2.2,15.2
Blake Ahearn,UTA,PG,27,4,0,7.5,1.0,3.5,.286,0.5,2.3,.222,.400,.357,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,1.3,1.0,2.5
Solomon Alabi,TOR,C,23,14,0,8.7,0.9,2.6,.361,0.0,0.0,,.361,.361,0.5,0.6,.875,1.1,2.3,3.4,0.2,0.1,0.6,0.4,0.8,2.4
Cole Aldrich,OKC,C,23,26,0,6.7,0.8,1.6,.524,0.0,0.0,,.524,.524,0.5,0.5,.929,0.5,1.3,1.8,0.1,0.3,0.6,0.3,0.8,2.2
LaMarcus Aldridge,POR,PF,26,55,55,36.3,8.8,17.1,.512,0.0,0.2,.182,.516,.513,4.1,5.0,.814,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.7
Lavoy Allen,PHI,PF,22,41,15,15.2,1.9,4.1,.473,0.0,0.0,,.473,.473,0.3,0.3,.786,1.1,3.0,4.2,0.8,0.3,0.4,0.5,1.8,4.1
Ray Allen*,BOS,SG,36,46,42,34.0,4.9,10.7,.458,2.3,5.1,.453,.463,.566,2.1,2.3,.915,0.3,2.8,3.1,2.4,1.1,0.2,1.5,1.8,14.2
Tony Allen,MEM,SG,30,58,57,26.3,3.6,7.7,.469,0.1,0.4,.308,.479,.478,2.4,3.0,.800,1.7,2.3,4.0,1.4,1.8,0.6,1.6,2.4,9.8
Morris Almond,WAS,SG,26,4,0,16.8,1.5,4.3,.353,0.3,0.8,.333,.357,.382,0.3,0.8,.333,0.3,1.8,2.0,0.5,1.8,0.0,0.3,1.5,3.5
Al-Farouq Aminu,NOH,SF,21,66,21,22.4,2.3,5.5,.411,0.2,0.7,.277,.431,.429,1.3,1.7,.754,1.4,3.2,4.7,1.0,0.9,0.5,1.4,2.1,6.0
Lou Amundson,IND,PF,29,60,0,12.6,1.5,3.5,.430,0.0,0.0,,.430,.430,0.6,1.4,.427,1.6,2.1,3.7,0.2,0.5,0.7,0.8,2.1,3.6
Chris Andersen,DEN,C,33,32,1,15.2,1.8,3.4,.546,0.0,0.0,,.546,.546,1.6,2.6,.610,1.5,3.1,4.6,0.2,0.6,1.4,0.5,1.6,5.3
Alan Anderson,TOR,SF,29,17,12,27.1,3.2,8.4,.387,1.4,3.6,.393,.383,.472,1.7,2.0,.853,0.5,1.5,2.0,1.5,0.3,0.2,1.5,2.1,9.6
James Anderson,SAS,SG,22,51,2,11.8,1.3,3.4,.379,0.4,1.3,.279,.443,.434,0.8,1.0,.750,0.3,1.2,1.5,0.8,0.2,0.0,0.6,0.7,3.7
Ryan Anderson,ORL,PF,23,61,61,32.2,5.4,12.4,.439,2.7,6.9,.393,.496,.548,2.5,2.8,.877,3.7,4.0,7.7,0.9,0.8,0.4,0.9,2.4,16.1
Carmelo Anthony,NYK,SF,27,55,55,34.1,8.0,18.6,.430,1.2,3.7,.335,.454,.463,5.4,6.7,.804,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,22.6
Joel Anthony,MIA,C,29,64,51,21.1,1.3,2.4,.559,0.0,0.0,,.559,.559,0.8,1.1,.690,1.6,2.3,3.9,0.1,0.6,1.3,0.7,2.0,3.4
Gilbert Arenas,MEM,PG,30,17,0,12.4,1.5,3.8,.406,0.8,2.3,.333,.520,.508,0.4,0.6,.700,0.1,0.9,1.1,1.1,0.6,0.1,0.7,2.1,4.2
Trevor Ariza,NOH,SF,26,41,41,32.9,4.1,9.8,.417,0.7,2.1,.333,.440,.453,1.9,2.5,.775,1.0,4.2,5.2,3.3,1.7,0.6,1.9,1.8,10.8
Ömer Aşık,CHI,C,25,66,2,14.7,1.2,2.4,.506,0.0,0.0,,.506,.506,0.7,1.6,.456,1.9,3.4,5.3,0.5,0.5,1.0,1.0,1.8,3.1
D.J. Augustin,CHA,PG,24,48,46,29.3,3.8,10.1,.376,1.3,3.7,.341,.396,.438,2.2,2.5,.875,0.5,1.8,2.3,6.4,0.8,0.0,2.3,1.4,11.1
Gustavo Ayón,NOH,PF,26,54,24,20.1,2.6,4.8,.536,0.0,0.0,.000,.538,.536,0.7,1.2,.619,1.6,3.3,4.9,1.4,1.0,0.9,0.9,2.2,5.9
Jeff Ayres,IND,C,24,20,1,5.3,0.8,1.8,.417,0.0,0.0,,.417,.417,0.2,0.4,.571,0.6,1.1,1.7,0.2,0.2,0.1,0.1,0.8,1.7
Kelenna Azubuike,DAL,SG,28,3,0,6.0,1.0,2.7,.375,0.3,1.0,.333,.400,.438,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,1.3,0.3,2.3
Luke Babbitt,POR,SF,22,40,4,13.4,1.8,4.3,.410,1.1,2.5,.430,.384,.535,0.4,0.5,.850,0.4,2.0,2.4,0.4,0.3,0.1,0.7,1.2,5.1
Renaldo Balkman,NYK,SF,27,14,0,8.2,1.1,2.3,.500,0.1,0.6,.222,.609,.531,0.6,0.8,.727,0.4,1.4,1.9,0.4,0.3,0.2,0.4,1.0,3.0
Leandro Barbosa,TOT,SG,29,64,0,21.6,4.2,10.0,.425,1.0,2.7,.382,.441,.476,1.6,1.9,.815,0.5,1.5,2.0,1.5,0.9,0.1,1.5,2.1,11.1
J.J. Barea,MIN,PG,27,41,11,25.2,4.1,10.2,.400,1.3,3.5,.371,.415,.463,1.9,2.4,.776,0.3,2.4,2.8,5.7,0.5,0.0,2.5,1.5,11.3
Andrea Bargnani,TOR,C,26,31,31,33.3,6.7,15.6,.432,1.1,3.7,.296,.474,.467,4.9,5.6,.873,0.8,4.8,5.5,2.0,0.6,0.5,2.2,1.7,19.5
Matt Barnes,LAL,SF,31,63,16,22.9,2.8,6.1,.452,0.7,2.2,.333,.518,.512,1.5,2.0,.742,1.5,3.9,5.5,2.0,0.6,0.8,1.2,2.4,7.8
Earl Barron,GSW,C,30,2,0,4.5,1.0,2.0,.500,0.0,0.0,,.500,.500,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,2.5,2.0
Brandon Bass,BOS,PF,26,59,39,31.7,5.1,10.7,.479,0.0,0.0,,.479,.479,2.2,2.8,.810,1.6,4.6,6.2,0.9,0.6,0.9,1.1,2.3,12.5
Tony Battie,PHI,C,35,27,11,10.9,0.7,1.9,.373,0.0,0.0,.000,.380,.373,0.1,0.1,1.000,0.3,2.2,2.5,0.6,0.1,0.2,0.1,1.0,1.6
Shane Battier,MIA,SF,33,65,10,23.1,1.7,4.5,.387,1.0,2.8,.339,.468,.493,0.4,0.6,.622,0.9,1.5,2.4,1.3,1.0,0.5,0.6,1.6,4.8
Nicolas Batum,POR,SF,23,59,34,30.4,4.9,10.9,.451,1.8,4.6,.391,.496,.534,2.3,2.7,.836,1.4,3.2,4.6,1.4,1.0,1.0,1.5,1.8,13.9
Jerryd Bayless,TOR,PG,23,31,11,22.7,3.8,8.9,.424,1.4,3.4,.423,.424,.504,2.4,2.8,.852,0.3,1.9,2.1,3.8,0.8,0.1,1.7,2.3,11.4
Michael Beasley,MIN,SF,23,47,7,23.1,4.7,10.6,.445,0.8,2.1,.376,.462,.483,1.3,2.0,.642,0.8,3.6,4.4,1.0,0.4,0.4,1.7,1.8,11.5
Rodrigue Beaubois,DAL,PG,23,53,12,21.7,3.5,8.4,.422,0.7,2.5,.288,.479,.465,1.1,1.3,.841,0.4,2.5,2.8,2.9,1.1,0.5,1.3,1.8,8.9
Marco Belinelli,NOH,SG,25,66,55,29.8,4.3,10.4,.417,1.6,4.3,.377,.445,.495,1.5,2.0,.783,0.3,2.3,2.6,1.5,0.7,0.1,1.0,1.7,11.8
Raja Bell,UTA,SG,35,34,33,23.4,2.4,5.1,.466,1.0,2.6,.391,.540,.563,0.6,0.7,.840,0.2,1.3,1.4,1.1,0.4,0.1,0.6,2.3,6.4
Keith Benson,GSW,C,23,3,0,3.0,0.0,0.3,.000,0.0,0.0,,.000,.000,0.0,0.0,,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bibby,NYK,PG,33,39,4,14.3,0.9,3.2,.282,0.7,2.2,.318,.205,.391,0.2,0.2,.750,0.1,1.4,1.5,2.1,0.5,0.1,0.5,1.2,2.6
Andris Biedriņš,GSW,C,25,47,35,15.7,0.8,1.4,.609,0.0,0.0,,.609,.609,0.0,0.2,.111,1.0,2.8,3.7,0.3,0.5,1.0,0.3,2.7,1.7
Chauncey Billups,LAC,SG,35,20,20,30.4,4.2,11.4,.364,2.4,6.3,.384,.340,.469,4.3,4.8,.895,0.2,2.3,2.5,4.0,0.5,0.2,1.9,2.0,15.0
Bismack Biyombo,CHA,C,19,63,41,23.1,2.0,4.4,.464,0.0,0.0,,.464,.464,1.1,2.3,.483,1.8,4.0,5.8,0.4,0.3,1.8,1.1,2.3,5.2
DeJuan Blair,SAS,PF,22,64,62,21.3,4.2,7.9,.534,0.0,0.0,.000,.535,.534,1.1,1.9,.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,2.6,9.5
Steve Blake,LAL,PG,31,53,5,23.3,1.9,5.1,.377,1.0,3.0,.335,.436,.476,0.4,0.5,.778,0.2,1.4,1.6,3.3,0.7,0.0,1.4,1.4,5.2
Andray Blatche,WAS,PF,25,26,13,24.1,3.6,9.4,.380,0.1,0.3,.286,.382,.384,1.3,1.9,.673,1.6,4.2,5.8,1.1,0.8,0.7,1.4,2.1,8.5
Eric Bledsoe,LAC,PG,22,40,1,11.6,1.2,3.2,.389,0.2,0.8,.200,.448,.413,0.7,1.1,.636,0.6,1.1,1.6,1.7,0.8,0.4,1.2,1.5,3.3
Keith Bogans,NJN,SF,31,5,1,18.8,1.6,4.2,.381,0.6,2.4,.250,.556,.452,0.4,1.0,.400,1.0,1.2,2.2,0.6,0.4,0.0,0.6,3.0,4.2
Andrew Bogut,MIL,C,27,12,12,30.3,5.1,11.3,.449,0.0,0.1,.000,.452,.449,1.2,1.9,.609,1.8,6.5,8.3,2.6,1.0,2.0,2.0,3.0,11.3
Matt Bonner,SAS,PF,31,65,2,20.4,2.4,5.4,.440,1.6,3.8,.420,.490,.590,0.2,0.3,.762,0.4,2.8,3.3,0.9,0.2,0.3,0.2,1.0,6.6
