name,team,pos,age,games,gamesStarted,mpg,fgm,fga,fg%,3pm,3pa,3%,2%,efg%,ftm,fta,ft%,orb,drb,trb,apg,spg,bpg,tov,pf,ppg
Quincy Acy,SAC,PF,25,59,29,14.8,2.0,3.6,.556,0.3,0.8,.388,.606,.600,0.8,1.2,.735,1.1,2.1,3.2,0.5,0.5,0.4,0.5,1.7,5.2
Jordan Adams,MEM,SG,21,2,0,7.5,1.0,3.0,.333,0.0,0.5,.000,.400,.333,1.5,2.5,.600,0.0,1.0,1.0,1.5,1.5,0.0,1.0,1.0,3.5
Steven Adams,OKC,C,22,80,80,25.2,3.3,5.3,.613,0.0,0.0,,.613,.613,1.4,2.5,.582,2.7,3.9,6.7,0.8,0.5,1.1,1.1,2.8,8.0
Arron Afflalo,NYK,SG,30,71,57,33.4,5.0,11.3,.443,1.3,3.4,.382,.469,.500,1.5,1.8,.840,0.3,3.4,3.7,2.0,0.4,0.1,1.2,2.0,12.8
Alexis Ajinça,NOP,C,27,59,17,14.6,2.5,5.3,.476,0.0,0.0,.000,.478,.476,0.9,1.1,.839,1.3,3.3,4.6,0.5,0.3,0.6,0.9,2.3,6.0
Cole Aldrich,LAC,C,27,60,5,13.3,2.2,3.8,.596,0.0,0.0,,.596,.596,1.0,1.4,.714,1.4,3.4,4.8,0.8,0.8,1.1,1.1,2.3,5.5
LaMarcus Aldridge,SAS,PF,30,74,74,30.6,7.2,14.1,.513,0.0,0.2,.000,.521,.513,3.5,4.1,.858,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2.0,18.0
Cliff Alexander,POR,PF,20,8,0,4.5,0.6,1.3,.500,0.0,0.0,,.500,.500,0.0,0.0,,0.3,0.5,0.8,0.0,0.1,0.3,0.1,0.1,1.3
Lavoy Allen,IND,PF,26,79,28,20.2,2.4,4.7,.516,0.0,0.0,,.516,.516,0.6,0.9,.630,2.1,3.3,5.4,1.0,0.3,0.5,0.9,1.9,5.4
Tony Allen,MEM,SG,34,64,57,25.3,3.4,7.3,.458,0.2,0.7,.357,.468,.474,1.4,2.2,.652,1.6,3.0,4.6,1.1,1.7,0.3,1.2,2.7,8.4
Al-Farouq Aminu,POR,SF,25,82,82,28.5,3.6,8.8,.416,1.5,4.3,.361,.468,.503,1.4,1.9,.737,1.2,4.9,6.1,1.7,0.9,0.6,1.5,2.1,10.2
Lou Amundson,NYK,PF,33,29,0,7.0,0.7,1.8,.358,0.0,0.0,,.358,.358,0.5,0.9,.519,0.8,0.9,1.7,0.4,0.2,0.2,0.5,1.5,1.8
Chris Andersen,TOT,C,37,27,15,14.9,1.4,2.7,.528,0.1,0.5,.286,.586,.556,0.9,1.3,.694,1.3,2.3,3.6,0.4,0.6,0.5,0.3,1.1,3.9
Alan Anderson,WAS,SG,33,13,0,14.8,1.6,4.5,.356,0.9,2.8,.324,.409,.458,0.8,1.2,.733,0.1,2.0,2.1,1.1,0.3,0.1,0.2,1.9,5.0
James Anderson,SAC,SG,26,51,15,14.1,1.3,3.5,.376,0.5,1.7,.267,.478,.441,0.4,0.6,.759,0.3,1.4,1.7,0.8,0.4,0.3,0.8,1.1,3.5
Justin Anderson,DAL,SF,22,55,9,11.8,1.3,3.2,.406,0.4,1.5,.265,.533,.469,0.8,1.0,.800,0.3,2.1,2.4,0.5,0.3,0.5,0.4,0.8,3.8
Kyle Anderson,SAS,SF,22,78,11,16.0,1.8,3.8,.468,0.2,0.5,.324,.488,.488,0.8,1.1,.747,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5
Ryan Anderson,NOP,PF,27,66,7,30.4,6.0,14.1,.427,2.0,5.4,.366,.466,.498,3.0,3.5,.873,2.0,4.0,6.0,1.1,0.6,0.4,1.4,1.7,17.0
Giannis Antetokounmpo,MIL,PG,21,80,79,35.3,6.4,12.7,.506,0.4,1.4,.257,.537,.520,3.7,5.1,.724,1.4,6.2,7.7,4.3,1.2,1.4,2.6,3.2,16.9
Thanasis Antetokounmpo,NYK,SF,23,2,0,3.0,1.5,2.0,.750,0.0,0.5,.000,1.000,.750,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,3.0
Carmelo Anthony,NYK,SF,31,72,72,35.1,7.9,18.2,.434,1.5,4.3,.339,.463,.474,4.6,5.6,.829,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,21.8
Joel Anthony,DET,C,33,19,0,5.1,0.3,0.5,.600,0.0,0.0,,.600,.600,0.3,0.4,.750,0.4,0.7,1.1,0.1,0.1,0.6,0.1,0.8,0.9
Keith Appling,ORL,PG,23,5,0,5.4,0.4,1.6,.250,0.0,0.6,.000,.400,.250,0.4,0.4,1.000,0.0,0.2,0.2,0.2,0.2,0.0,0.6,1.0,1.2
Trevor Ariza,HOU,SF,30,81,81,35.3,4.4,10.6,.416,2.3,6.2,.371,.478,.523,1.6,2.0,.783,0.8,3.7,4.5,2.3,2.0,0.3,1.4,2.2,12.7
Darrell Arthur,DEN,PF,27,70,16,21.7,3.2,7.0,.452,0.6,1.7,.385,.473,.498,0.6,0.8,.755,1.2,3.0,4.2,1.4,0.8,0.7,0.9,2.6,7.5
Ömer Aşık,NOP,C,29,68,64,17.3,1.5,2.9,.533,0.0,0.0,,.533,.533,0.9,1.6,.545,1.8,4.3,6.1,0.4,0.3,0.3,0.9,1.8,4.0
D.J. Augustin,TOT,PG,28,62,0,19.0,2.4,5.6,.423,1.1,2.7,.405,.440,.520,1.7,2.1,.805,0.1,1.4,1.5,3.2,0.6,0.1,1.4,1.4,7.5
Jeff Ayres,LAC,C,28,17,0,6.3,0.7,1.4,.522,0.0,0.1,.000,.545,.522,0.4,0.4,1.000,0.2,1.1,1.3,0.3,0.0,0.2,0.4,1.1,1.8
Luke Babbitt,NOP,SF,26,47,13,18.0,2.6,6.1,.422,0.9,2.3,.404,.433,.498,0.8,1.1,.780,0.5,2.6,3.1,1.1,0.2,0.1,0.5,1.9,7.0
Cameron Bairstow,CHI,C,25,18,2,5.7,0.7,2.2,.325,0.1,0.3,.200,.343,.338,0.4,0.4,.875,0.2,1.3,1.6,0.3,0.1,0.2,0.2,1.1,1.9
Leandro Barbosa,GSW,SG,33,68,0,15.9,2.5,5.4,.462,0.6,1.6,.355,.508,.515,0.8,0.9,.839,0.4,1.3,1.7,1.2,0.6,0.1,0.8,1.6,6.4
J.J. Barea,DAL,PG,31,74,16,22.5,4.3,9.6,.446,1.4,3.5,.385,.481,.516,1.0,1.3,.771,0.4,1.7,2.1,4.1,0.4,0.0,1.5,1.5,10.9
Andrea Bargnani,BRK,C,30,46,0,13.8,2.8,6.1,.455,0.1,0.3,.188,.471,.461,1.0,1.2,.825,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,6.6
Harrison Barnes,GSW,SF,23,66,59,30.9,4.5,9.6,.466,1.2,3.2,.383,.508,.531,1.5,2.0,.761,1.2,3.8,4.9,1.8,0.6,0.2,0.9,2.1,11.7
Matt Barnes,MEM,SF,35,76,45,28.8,3.5,9.1,.381,1.6,4.9,.322,.449,.467,1.5,1.8,.804,1.1,4.4,5.5,2.1,1.0,0.8,1.6,3.1,10.0
Will Barton,DEN,SG,25,82,1,28.7,5.2,12.0,.432,1.4,4.0,.345,.476,.489,2.6,3.3,.806,0.7,5.1,5.8,2.5,0.9,0.5,1.7,1.8,14.4
Brandon Bass,LAL,PF,30,66,0,20.3,2.6,4.8,.549,0.0,0.0,.000,.552,.549,1.9,2.2,.845,1.6,2.7,4.3,1.1,0.5,0.8,0.6,1.9,7.2
Nicolas Batum,CHO,SF,27,70,70,35.0,5.3,12.5,.426,2.0,5.7,.348,.492,.506,2.3,2.7,.849,0.8,5.3,6.1,5.8,0.9,0.6,2.9,1.6,14.9
Jerryd Bayless,MIL,SG,27,52,18,28.9,3.6,8.4,.423,1.9,4.4,.437,.408,.539,1.3,1.7,.778,0.4,2.3,2.7,3.1,0.9,0.2,1.4,2.1,10.4
Aron Baynes,DET,C,29,81,1,15.2,2.4,4.7,.505,0.0,0.0,.000,.508,.505,1.6,2.0,.764,1.7,3.0,4.7,0.6,0.3,0.6,0.8,1.9,6.3
Kent Bazemore,ATL,SF,26,75,68,27.8,4.3,9.7,.441,1.5,4.1,.357,.502,.517,1.6,2.0,.815,0.4,4.7,5.1,2.3,1.3,0.5,1.8,2.3,11.6
Bradley Beal,WAS,SG,22,55,35,31.1,6.5,14.5,.449,1.9,4.9,.387,.481,.515,2.5,3.2,.767,0.7,2.7,3.4,2.9,1.0,0.2,2.0,2.1,17.4
Michael Beasley,HOU,PF,27,20,0,18.2,5.4,10.3,.522,0.2,0.5,.333,.531,.529,1.9,2.5,.776,1.5,3.5,4.9,0.8,0.6,0.5,1.2,2.0,12.8
Marco Belinelli,SAC,SG,29,68,7,24.6,3.6,9.3,.386,1.3,4.4,.306,.456,.457,1.7,2.0,.833,0.1,1.6,1.7,1.9,0.5,0.0,1.2,1.3,10.2
Anthony Bennett,TOR,PF,22,19,0,4.4,0.4,1.4,.296,0.2,0.7,.214,.385,.352,0.5,0.5,.900,0.3,0.9,1.2,0.0,0.3,0.0,0.2,0.4,1.5
Patrick Beverley,HOU,PG,27,71,63,28.7,3.6,8.4,.434,1.7,4.4,.400,.472,.539,0.8,1.2,.682,1.0,2.5,3.5,3.4,1.3,0.4,1.3,3.3,9.9
Bismack Biyombo,TOR,C,23,82,22,22.0,1.9,3.5,.542,0.0,0.0,.000,.544,.542,1.7,2.8,.628,2.2,5.8,8.0,0.4,0.2,1.6,0.9,2.7,5.5
Nemanja Bjelica,MIN,PF,27,60,0,17.9,1.8,3.9,.468,0.8,2.1,.384,.564,.570,0.7,0.9,.727,0.8,2.7,3.5,1.4,0.4,0.4,0.8,2.6,5.1
Tarik Black,LAL,C,24,39,0,12.7,1.5,2.7,.548,0.0,0.0,,.548,.548,0.5,1.2,.422,1.1,2.9,4.0,0.4,0.4,0.5,0.6,2.0,3.4
DeJuan Blair,WAS,C,26,29,0,7.5,1.0,2.3,.412,0.0,0.0,.000,.418,.412,0.2,0.4,.385,0.7,1.3,2.0,0.4,0.3,0.1,0.5,1.8,2.1
