name,team,pos,age,games,gamesStarted,mpg,fgm,fga,fg%,3pm,3pa,3%,2%,efg%,ftm,fta,ft%,orb,drb,trb,apg,spg,bpg,tov,pf,ppg
Kareem Abdul-Jabbar*,LAL,C,39,78,78,31.3,7.2,12.7,.564,0.0,0.0,.333,.565,.564,3.1,4.4,.714,1.9,4.8,6.7,2.6,0.6,1.2,2.4,3.1,17.5
Alvan Adams,PHO,C,32,68,40,24.9,4.6,9.1,.503,0.0,0.0,.000,.504,.503,2.0,2.5,.788,1.3,3.6,5.0,3.3,0.9,0.5,2.0,3.0,11.1
Michael Adams,WSB,PG,24,63,0,20.7,2.5,6.2,.407,0.4,1.6,.275,.454,.443,1.7,2.0,.847,0.6,1.3,2.0,3.9,1.3,0.1,1.3,1.4,7.2
Rafael Addison,PHO,SF,22,62,12,11.5,2.4,5.3,.441,0.3,0.8,.320,.463,.465,0.8,1.0,.797,0.7,1.0,1.7,0.7,0.4,0.1,0.9,1.2,5.8
Mark Aguirre,DAL,SF,27,80,80,33.3,9.8,19.9,.495,0.7,1.9,.353,.510,.512,5.4,7.0,.770,2.3,3.1,5.3,3.2,1.1,0.4,2.7,3.0,25.7
Danny Ainge,BOS,SG,27,71,66,35.2,5.8,11.9,.486,1.2,2.7,.443,.498,.536,2.1,2.3,.897,0.7,2.7,3.4,5.6,1.4,0.2,2.0,2.7,14.8
Mark Alarie,DEN,PF,23,64,25,17.3,3.4,6.9,.490,0.0,0.1,.222,.495,.492,1.0,1.6,.663,1.1,2.2,3.3,1.2,0.3,0.4,0.9,2.2,7.9
Richard Anderson,HOU,PF,26,51,0,6.1,1.2,2.7,.424,0.1,0.3,.250,.447,.439,0.4,0.6,.759,0.5,1.1,1.5,0.6,0.1,0.1,0.4,0.7,2.8
Ron Anderson,IND,SF,28,63,0,11.4,2.2,4.7,.473,0.0,0.1,.000,.481,.473,1.3,1.7,.787,1.2,1.2,2.4,0.9,0.5,0.0,0.9,1.0,5.8
John Bagley,CLE,PG,26,72,67,30.3,4.3,10.2,.426,0.4,1.4,.301,.447,.447,1.6,1.9,.831,0.8,2.7,3.5,5.3,1.3,0.1,2.3,1.6,10.7
James Bailey,NJN,PF,29,34,2,15.9,3.3,7.0,.469,0.0,0.0,,.469,.469,1.7,2.4,.725,1.4,2.6,4.0,0.6,0.4,0.7,1.6,3.5,8.3
Thurl Bailey,UTA,PF,25,81,2,26.6,5.7,12.8,.447,0.0,0.0,.000,.448,.447,2.3,2.9,.805,1.8,3.5,5.3,1.3,0.5,1.1,1.5,1.9,13.8
Greg Ballard,GSW,SF,32,82,7,19.3,3.0,6.9,.440,0.2,0.5,.375,.445,.453,0.8,1.1,.747,1.2,2.9,4.1,1.3,0.6,0.2,0.9,2.0,7.1
Gene Banks,CHI,SF,27,63,39,28.9,4.0,7.3,.539,0.0,0.1,.000,.545,.539,1.8,2.3,.767,1.8,3.1,4.9,2.7,0.8,0.3,1.8,2.7,9.7
Charles Barkley*,PHI,PF,23,68,62,40.3,8.2,13.8,.594,0.3,1.5,.202,.643,.606,6.3,8.3,.761,5.7,8.9,14.6,4.9,1.8,1.5,4.7,3.7,23.0
John Battle,ATL,SG,24,64,8,12.6,2.3,4.9,.457,0.0,0.2,.000,.472,.457,1.5,2.0,.738,0.3,0.7,0.9,1.9,0.5,0.1,0.9,1.2,6.0
William Bedford,PHO,C,23,50,18,19.6,2.8,7.2,.397,0.0,0.0,.000,.398,.397,1.0,1.7,.581,1.6,3.3,4.9,1.1,0.4,0.7,1.7,2.5,6.7
Benoit Benjamin,LAC,C,22,72,61,31.0,4.4,9.9,.449,0.0,0.0,.000,.450,.449,2.6,3.7,.715,1.9,6.3,8.1,1.9,0.8,2.6,2.6,3.5,11.5
